Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",82,356,289,85,44,14,1,26,61,66,61,7,87,3,2,0,,5,1,0.294716,0.17212,0.244565,0.703779,0.420733,0.621782,0.437222,1.04251,0.327066,3.95481,0.331037,-0.320534,-0.23633,76.2122,35.0471,187.014,-0.556864,-1.01331,34.85371953248978,-5.250193119049072,4.30685,3.119999885559082,,,,,,,676.4,8.248780487,676.4,8.248780487,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",82,356,322,95,56,20,4,15,55,49,27,3,57,4,3,0,,19,6,0.295405,0.0758539,0.160898,0.47144,0.353574,0.520268,0.373016,0.873842,0.224862,7.00449,0.317053,1.54428,0.910112,57.8343,16.7341,137.663,2.45439,1.52307,17.75746250152588,5.334179759025574,3.62825,1.6299999952316284,,,,,,,544.1,6.635365853,544.1,6.635365853,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Fernando Tatis Jr.","SDP",82,353,315,90,54,17,1,18,57,50,32,1,70,4,2,0,,14,3,0.286355,0.0901099,0.198795,0.453279,0.356314,0.523612,0.378675,0.879926,0.237257,5.71169,0.31407,1.24571,0.906338,58.9236,18.1829,147.316,2.15205,2.32987,21.65170979499817,-1.5528483390808105,3.28038,11.619999885559082,,,,,,,539.4,6.57804878,539.4,6.57804878,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Juan Soto","NYM",82,356,284,78,45,15,1,18,57,50,67,3,58,2,2,0,,4,2,0.273933,0.188415,0.16247,1.15969,0.41325,0.517033,0.402264,0.930283,0.2431,3.91264,0.285915,-1.38078,-0.483662,66.1514,25.0512,163.286,-1.86444,-1.71504,24.44659960269928,-5.733561635017395,3.14689,7.079999923706055,,,,,,,580.2,7.075609756,580.2,7.075609756,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Kyle Tucker","CHC",82,356,305,86,50,17,2,17,55,54,47,4,52,1,3,0,,13,3,0.281514,0.133226,0.145986,0.912592,0.378022,0.518114,0.384328,0.896136,0.236601,5.79175,0.28829,1.19391,0.881082,61.1474,19.9823,150.04,2.07499,-0.0107965,22.911731481552124,-4.2476791981607676,3.1437,8.710000038146973,,,,,,,557.4,6.797560975,557.4,6.797560975,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Shohei Ohtani","LAD",77,334,286,82,44,15,3,21,60,52,43,6,76,2,2,0,,18,4,0.28733,0.128021,0.228307,0.56074,0.381499,0.579281,0.405048,0.960781,0.291951,7.26547,0.321057,1.45733,1.17809,62.7714,24.2325,163.356,2.63542,0,27.33408284187317,-8.338425636291504,3.10133,1.5499999523162842,,,,,,,589.2,7.651948051,589.2,7.651948051,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Mookie Betts","LAD",78,337,292,82,50,17,2,14,53,47,40,1,42,3,2,0,,7,2,0.280291,0.118509,0.125794,0.942089,0.369907,0.491879,0.373758,0.861787,0.211588,5.26214,0.285533,0.123392,0.210337,55.0133,16.0601,141.954,0.333729,-1.59508,16.86497861146927,1.8888731002807617,3.08832,13.65999984741211,,,,,,,496.2,6.361538461,496.2,6.361538461,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Gunnar Henderson","BAL",81,349,309,81,46,16,3,16,53,46,35,1,80,3,2,0,,9,2,0.262344,0.100769,0.228406,0.441185,0.340887,0.487794,0.357821,0.828681,0.22545,6.25615,0.302068,0.74828,0.372523,52.4927,12.1764,134.047,1.1208,-0.952871,14.690538048744202,2.6543821692466736,3.00766,9.329999923706055,,,,,,,484,5.975308641,484,5.975308641,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Julio Rodríguez","SEA",83,360,326,88,57,15,2,15,51,47,27,2,84,5,2,0,,15,4,0.270162,0.0761099,0.233502,0.325949,0.333881,0.462783,0.34518,0.796665,0.192621,5.95606,0.319714,1.20143,0.90574,50.5858,8.93648,128.916,2.10717,1.765,14.012895345687866,2.839995861053467,2.99638,13.710000038146973,,,,,,,476,5.734939759,476,5.734939759,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"Francisco Lindor","NYM",80,345,306,80,49,15,1,14,51,45,30,1,63,6,3,0,,12,3,0.262077,0.0877706,0.181967,0.482344,0.337172,0.46083,0.34732,0.798003,0.198753,5.69955,0.284217,0.778464,0.771573,48.9805,9.13847,125.705,1.55004,1.87428,11.909781694412231,5.439098119735718,2.96833,14.149999618530273,,,,,,,445.2,5.565,445.2,5.565,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"José Ramírez","CLE",83,357,318,87,51,20,1,16,50,53,34,7,43,2,3,0,,17,4,0.274447,0.0950192,0.119447,0.795489,0.344347,0.492336,0.355133,0.836683,0.21789,5.65576,0.272569,1.68243,1.35745,52.903,11.683,130.8,3.03989,-0.00164998,15.590676069259644,1.0600783807458356,2.96254,4.900000095367432,,,,,,,512.4,6.173493975,512.4,6.173493975,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Ronald Acuña Jr.","ATL",78,338,291,84,53,16,1,14,58,41,40,1,62,5,2,1,,20,7,0.287381,0.118458,0.184209,0.643064,0.380471,0.49464,0.380379,0.875111,0.207259,6.40312,0.32183,2.66787,0.818561,56.9724,17.8993,143.561,3.48643,-0.731794,20.703486442565918,-4.5672876834869385,2.81982,37.599998474121094,,,,,,,516.5,6.621794871,516.5,6.621794871,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Corbin Carroll","ARI",82,353,308,81,47,15,5,14,59,43,35,1,71,6,2,2,,19,4,0.263364,0.0994309,0.202203,0.491738,0.347391,0.481415,0.358823,0.828806,0.218051,8.3988,0.299482,2.68354,1.78187,53.3279,12.5872,128.371,4.46542,1.32706,16.157292366027832,-2.2408411502838135,2.63795,7.889999866485596,,,,,,,497.1,6.062195121,497.1,6.062195121,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Jackson Merrill","SDP",77,334,309,87,54,16,2,14,43,47,20,1,55,1,3,2,,8,2,0.280232,0.0592595,0.164693,0.359817,0.323229,0.481373,0.3457,0.804603,0.201142,5.44503,0.300319,0.0658155,0.324436,47.0438,8.42508,124.762,0.390252,2.38785,10.063523024320602,3.476585626602173,2.53677,27.280000686645508,,,,,,,440.2,5.716883116,440.2,5.716883116,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Ketel Marte","ARI",76,327,285,79,47,16,2,15,48,47,36,2,56,3,2,0,,4,1,0.278632,0.110922,0.172819,0.641838,0.362583,0.502027,0.372318,0.864611,0.223396,4.69402,0.299424,-0.448129,-0.197257,52.9658,15.1958,137.6,-0.645387,-0.292653,13.720332086086273,-0.27953583002090454,2.50162,30.65999984741211,,,,,,,478,6.289473684,478,6.289473684,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Elly De La Cruz","CIN",81,348,311,79,47,16,3,13,52,43,33,1,104,3,2,1,,29,7,0.254931,0.0941027,0.297534,0.316275,0.329468,0.452445,0.339223,0.781912,0.197513,8.11532,0.338689,2.2422,2.58724,47.2406,6.97927,110.073,4.82944,-0.0523322,8.931992053985596,3.681001178920269,2.48848,4.300000190734863,,,,,,,460.6,5.686419753,460.6,5.686419753,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Cal Raleigh","SEA",80,321,282,64,33,12,1,18,40,48,34,2,86,2,2,0,,3,1,0.226412,0.106706,0.269408,0.396075,0.313415,0.46895,0.337331,0.782365,0.242538,3.40533,0.253815,-0.762952,-0.162849,43.0005,5.93933,123.422,-0.925801,1.73519,7.655678689479828,5.517600655555725,2.47686,85.55000305175781,,,,,,,397,4.9625,397,4.9625,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Corey Seager","TEX",66,287,254,72,42,14,0,15,40,43,29,4,49,2,2,0,,1,0,0.283038,0.099558,0.169373,0.587803,0.35815,0.522066,0.375133,0.880217,0.239029,2.58113,0.294304,-1.0282,-0.419518,47.1069,13.9751,143.584,-1.44771,-0.0525481,12.827626943588257,0.5567110329866409,2.38131,46.439998626708984,,,,,,,425.7,6.45,425.7,6.45,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"William Contreras","MIL",81,325,284,76,50,14,1,11,42,43,37,2,66,2,2,0,,4,1,0.26942,0.114584,0.202479,0.565903,0.356103,0.446094,0.350442,0.802197,0.176674,3.82992,0.311826,-0.642347,-0.122049,46.948,9.41867,123.914,-0.764396,0.333014,8.313913524150848,3.4441250264644623,2.31972,24.790000915527344,,,,,,,413.1,5.1,413.1,5.1,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Austin Riley","ATL",83,360,324,87,51,17,1,18,50,52,29,1,90,5,2,0,,1,0,0.268744,0.0797593,0.248904,0.320442,0.335343,0.491465,0.356728,0.826808,0.222721,3.03947,0.317159,-0.590367,-0.46863,53.9136,12.2643,127.384,-1.059,-1.35108,10.478068947792053,-0.06373727321624756,2.30062,29.6200008392334,,,,,,,491.3,5.919277108,491.3,5.919277108,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Trea Turner","PHI",80,345,317,89,60,17,1,10,50,40,23,0,65,3,2,0,,13,3,0.279921,0.0663046,0.188001,0.352682,0.332633,0.43909,0.337051,0.771722,0.159169,5.84276,0.321328,1.36532,0.989692,46.1497,6.30775,114.535,2.35501,-1.20165,8.21287226676941,2.4927912950515747,2.27802,24.110000610351562,,,,,,,424.7,5.30875,424.7,5.30875,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Vladimir Guerrero Jr.","TOR",82,356,313,92,58,18,0,16,49,53,37,4,52,3,2,0,,2,1,0.293443,0.105152,0.145385,0.723267,0.372667,0.506681,0.377848,0.879348,0.213238,2.73385,0.305874,-1.4899,-0.605092,59.302,18.1369,146.801,-2.09499,-1.10222,16.95071506500244,-7.437870502471924,2.21919,13.180000305175781,,,,,,,525.8,6.412195121,525.8,6.412195121,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Freddie Freeman","LAD",77,334,288,83,52,18,1,12,49,48,38,4,53,4,3,0,,5,1,0.289448,0.115246,0.158352,0.727785,0.378571,0.485978,0.372891,0.864549,0.19653,4.31106,0.315455,-0.18739,-0.229063,54.1968,15.6579,141.361,-0.416453,0.555187,15.707622319459915,-5.452065348625183,2.19312,26.920000076293945,,,,,,,480.2,6.236363636,480.2,6.236363636,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Wyatt Langford","TEX",81,348,309,82,50,16,2,13,48,45,34,1,69,3,2,0,,12,3,0.265566,0.0963599,0.197887,0.486945,0.341099,0.462505,0.348675,0.803604,0.196939,5.84564,0.299925,0.490982,0.661765,49.8735,9.61213,125.067,1.15275,1.1447,11.129708766937256,-1.8627089262008667,2.16662,41.31999969482422,,,,,,,455.6,5.624691358,455.6,5.624691358,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Will Smith","LAD",66,263,227,59,37,11,1,10,35,37,28,1,48,5,3,0,,1,0,0.259703,0.107226,0.181716,0.590073,0.350945,0.447393,0.3483,0.798339,0.18769,3.5411,0.285418,-0.756215,-0.33055,37.5996,7.18293,124.541,-1.08676,1.15501,6.464102149009705,5.817352771759033,2.16603,107.08000183105469,,,,,,,335.9,5.089393939,335.9,5.089393939,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Pete Crow-Armstrong","CHC",76,331,299,76,48,14,3,10,45,40,20,1,81,4,2,6,,21,4,0.252907,0.0596957,0.243687,0.244969,0.305534,0.428622,0.318354,0.734156,0.175715,7.98771,0.310303,1.40784,2.08429,39.3005,1.10615,104.915,3.49213,3.19113,5.391063451766968,4.371690273284912,2.13184,127.38999938964844,,,,,,,379,4.986842105,379,4.986842105,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Zach Neto","LAA",78,338,303,75,45,16,1,13,44,41,22,1,78,9,2,2,,15,4,0.248806,0.064524,0.229537,0.281104,0.316922,0.439848,0.330287,0.75677,0.191041,5.69189,0.289815,0.891857,0.850904,43.3974,4.35426,110.427,1.74276,-0.304493,5.767473578453064,3.3158770501613617,2.11112,197.19000244140625,,,,,,,401.6,5.148717948,401.6,5.148717948,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Steven Kwan","CLE",83,357,317,91,68,15,2,6,50,32,34,1,35,3,2,1,,9,2,0.288355,0.0952512,0.0975887,0.976047,0.360889,0.409155,0.340999,0.770044,0.1208,5.45225,0.306657,0.47371,0.391432,48.8719,7.65195,120.908,0.865142,2.41277,9.384885847568512,-1.409454584121704,2.06107,144.2899932861328,,,,,,,426.4,5.137349397,426.4,5.137349397,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Dansby Swanson","CHC",82,356,322,78,50,15,1,12,46,44,30,0,89,2,2,0,,9,2,0.241088,0.084045,0.24873,0.337897,0.307529,0.406695,0.313095,0.714224,0.165607,5.1986,0.29323,0.788453,0.382765,40.8595,-0.305557,101.318,1.17122,2.64404,1.7201034426689148,6.461167097091675,2.05441,170.38999938964844,,,,,,,384.3,4.686585365,384.3,4.686585365,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Matt Chapman","SFG",71,305,264,64,36,14,1,13,40,39,35,1,77,3,2,0,,5,1,0.240108,0.115538,0.252584,0.457422,0.334701,0.444263,0.340597,0.778964,0.204155,4.47429,0.287602,0.241425,0.0160297,41.6706,6.44188,119.544,0.257455,1.41205,7.222212791442871,2.5009366273880005,2.04096,125.16999816894531,,,,,,,383.6,5.402816901,383.6,5.402816901,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"Manny Machado","SDP",80,345,314,84,53,16,1,15,45,50,28,3,65,1,2,0,,6,2,0.267023,0.0819832,0.187121,0.438129,0.327151,0.462712,0.340429,0.789863,0.195689,4.03326,0.291215,-0.407773,0.0979842,47.1401,7.24816,121.157,-0.309789,-0.360156,8.227706342935562,0.03336256742477417,2.02545,37.45000076293945,,,,,,,442.3,5.52875,442.3,5.52875,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Yordan Alvarez","HOU",54,232,198,58,32,12,1,14,34,38,29,4,38,3,2,0,,1,0,0.294176,0.125041,0.165374,0.75611,0.390337,0.565952,0.404944,0.956288,0.271776,3.11646,0.301252,-0.573271,-0.213128,43.6985,16.8576,165.959,-0.7864,-0.0516305,16.71550190448761,-5.444222904741764,1.97367,17.149999618530273,,,,,,,396.8,7.348148148,396.8,7.348148148,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Jazz Chisholm Jr.","NYY",71,309,276,67,40,11,1,14,43,40,27,1,80,3,2,1,,19,4,0.243092,0.0884903,0.260527,0.339659,0.31597,0.449794,0.332237,0.765764,0.206702,6.50442,0.287656,1.31201,1.56072,40.1047,4.45657,113.539,2.87273,-0.273452,7.644061088562012,0.8283999562263489,1.94614,21.799999237060547,,,,,,,383.3,5.398591549,383.3,5.398591549,,,,,,,,,,,,,,,,,,,"Jazz Chisholm Jr.","20454",665862
"Mike Trout","LAA",69,298,256,64,33,11,2,18,43,44,36,3,79,4,2,0,,5,1,0.25041,0.119806,0.26404,0.453742,0.348427,0.519446,0.370881,0.867873,0.269037,5.10744,0.285177,-0.217663,0.0333592,47.8631,13.4882,138.838,-0.184304,-0.0452601,13.013738080859184,-4.229673575609922,1.94046,111.9000015258789,,,,,,,441.6,6.4,441.6,6.4,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Bryce Harper","PHI",70,301,257,71,42,16,0,13,43,43,41,4,63,2,2,0,,5,2,0.277278,0.134893,0.20938,0.644248,0.377303,0.495103,0.375247,0.872406,0.217826,3.8135,0.318429,-0.715235,-0.179251,49.5193,14.71,140.66,-0.894486,0.6457,13.422470033168793,-4.7857813239097595,1.9158,22.260000228881836,,,,,,,442.1,6.315714285,442.1,6.315714285,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Michael Harris II","ATL",74,320,297,82,53,16,2,11,44,39,17,1,60,3,2,1,,11,3,0.275045,0.0531073,0.189017,0.280966,0.317784,0.448719,0.331653,0.766503,0.173674,5.86656,0.311065,0.956374,0.554268,41.3934,4.46716,110.233,1.51064,1.41788,5.333071708679199,2.5592358112335205,1.90038,41.880001068115234,,,,,,,395.9,5.35,395.9,5.35,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Oneil Cruz","PIT",74,319,283,71,42,15,2,14,43,42,32,2,91,2,2,0,,15,3,0.252502,0.0999301,0.2864,0.348918,0.32986,0.461081,0.341372,0.79094,0.208578,6.26581,0.320124,1.2996,1.33943,43.8229,6.9416,115.472,2.63903,-1.47449,8.411178588867188,-0.539463222026825,1.89692,37.369998931884766,,,,,,,423.2,5.718918918,423.2,5.718918918,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Jeremy Peña","HOU",81,352,324,86,61,15,1,9,44,37,19,1,63,6,2,1,,10,3,0.266126,0.0542269,0.178407,0.30395,0.316533,0.403557,0.315996,0.72009,0.137431,5.33845,0.303827,0.513288,0.377317,41.1954,0.514636,103.708,0.890606,0.116923,2.3818007707595825,3.8891449198126793,1.86783,156.9499969482422,,,,,,,377,4.654320987,377,4.654320987,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Riley Greene","DET",76,330,293,79,49,14,2,13,44,42,32,1,84,3,2,0,,3,1,0.26824,0.0974611,0.25585,0.38093,0.343656,0.462531,0.350072,0.806187,0.194291,4.61484,0.333331,-0.339426,-0.278227,47.5951,9.4706,127.206,-0.617653,1.09232,9.635976493358612,-2.6990357637405396,1.86062,109.87000274658203,,,,,,,431.5,5.677631578,431.5,5.677631578,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Carlos Correa","MIN",73,316,279,74,47,15,1,10,39,38,32,2,60,2,2,0,,0,0,0.263081,0.100519,0.189611,0.530134,0.340313,0.432995,0.337775,0.773308,0.169914,2.13126,0.298795,-0.81317,-0.514442,42.458,5.96112,118.09,-1.32761,-0.657771,5.199317932128906,1.939451277256012,1.83293,237.5800018310547,,,,,,,380.6,5.21369863,380.6,5.21369863,,,,,,,,,,,,,,,,,,,"Carlos Correa","14162",621043
"Anthony Volpe","NYY",82,356,321,76,48,17,2,9,45,37,28,0,82,4,2,1,,15,4,0.238004,0.0795393,0.22985,0.346049,0.305013,0.389871,0.305961,0.694884,0.151867,6.36607,0.289449,1.4641,0.915393,38.8277,-2.33737,95.1496,2.3795,1.49356,0.40560078620910645,5.310694336891174,1.82468,142.30999755859375,,,,,,,363.2,4.429268292,363.2,4.429268292,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Pete Alonso","NYM",81,352,303,76,42,14,1,19,49,55,39,3,77,7,2,0,,2,1,0.249152,0.110919,0.219187,0.506047,0.346515,0.490103,0.360676,0.836618,0.240951,3.18747,0.269082,-1.19116,-0.404478,53.7711,13.0903,134.841,-1.59564,-0.264034,12.7416433095932,-6.706626892089844,1.81722,47.630001068115234,,,,,,,486.5,6.006172839,486.5,6.006172839,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Nico Hoerner","CHC",78,338,307,85,65,15,2,3,42,31,22,1,36,5,2,0,,17,4,0.275789,0.066434,0.106252,0.625246,0.333914,0.367169,0.311884,0.701083,0.0913792,5.90196,0.301271,1.4562,1.17841,38.4261,-0.617026,100.49,2.63461,2.38419,2.827988773584366,3.617212414741516,1.81193,203.32000732421875,,,,,,,354.2,4.541025641,354.2,4.541025641,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Willy Adames","SFG",80,345,306,73,44,16,1,12,44,43,35,1,82,1,3,0,,7,2,0.238622,0.101603,0.237548,0.427714,0.317252,0.418118,0.321778,0.735371,0.179497,4.4629,0.282946,0.10832,0.0840151,41.9398,2.0978,106.672,0.192335,-0.376669,2.881485253572464,3.3177758157253265,1.80975,91.93000030517578,,,,,,,383.4,4.7925,383.4,4.7925,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Andrés Giménez","TOR",76,327,296,75,53,14,1,6,39,33,19,1,55,9,2,2,,16,3,0.254792,0.0571957,0.168818,0.338801,0.316231,0.376897,0.306643,0.693128,0.122106,6.33812,0.291886,1.28652,1.39157,35.8035,-1.96649,96.9666,2.67809,3.66665,1.5454437732696533,4.8603187799453735,1.79482,163.10000610351562,,,,,,,332.7,4.377631578,332.7,4.377631578,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"Xander Bogaerts","SDP",77,331,298,79,55,15,1,8,40,35,27,1,59,3,3,0,,8,2,0.26377,0.0815099,0.178806,0.455857,0.328006,0.398138,0.31986,0.726144,0.134368,4.688,0.302785,0.379045,0.319317,39.6986,1.50425,107.089,0.698362,-0.472091,3.4370848536491394,2.8072303533554077,1.76623,155.3699951171875,,,,,,,368.4,4.784415584,368.4,4.784415584,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Isaac Paredes","HOU",73,316,271,66,41,12,1,12,38,41,36,0,52,7,2,0,,1,0,0.241853,0.113492,0.164053,0.691801,0.342872,0.421082,0.337932,0.763954,0.17923,2.48378,0.256983,-1.0082,-0.513817,42.4859,5.99898,119.06,-1.52202,-0.0217067,5.352844834327698,1.1060710456222296,1.76198,184.41000366210938,,,,,,,382.8,5.243835616,382.8,5.243835616,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Matt Olson","ATL",84,364,312,79,44,16,1,18,49,55,46,3,83,3,2,0,,0,0,0.251483,0.126897,0.227211,0.558501,0.351486,0.477301,0.358672,0.828787,0.225818,2.26199,0.283757,-0.89469,-0.539463,55.0354,12.9567,128.714,-1.43415,0.678745,10.787872672080994,-5.824341535568237,1.74678,33.970001220703125,,,,,,,498.7,5.936904761,498.7,5.936904761,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Masyn Winn","STL",80,345,314,80,54,15,2,8,45,35,25,0,64,2,3,2,,8,2,0.255027,0.0716831,0.18531,0.386829,0.310918,0.395194,0.309897,0.706113,0.140168,5.71952,0.294436,0.560958,0.150563,38.6647,-1.17733,98.0415,0.711521,1.67593,-0.07777678966522217,5.370372653007507,1.71553,157.3800048828125,,,,,,,354.7,4.43375,354.7,4.43375,,,,,,,,,,,,,,,,,,,"Masyn Winn","27479",691026
"Jarren Duran","BOS",75,323,294,79,48,18,5,8,45,35,24,1,70,3,2,1,,16,3,0.269828,0.0731408,0.218382,0.334921,0.328514,0.448732,0.337406,0.777247,0.178904,7.74076,0.327161,1.49393,1.44612,43.292,5.99628,111.428,2.94005,0.381063,7.153703689575195,-1.4377643465995789,1.70896,21.389999389648438,,,,,,,407.3,5.430666666,407.3,5.430666666,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"CJ Abrams","WSN",75,323,294,74,46,15,3,10,44,35,19,1,64,7,2,1,,19,5,0.250745,0.0594845,0.198548,0.299597,0.309976,0.420162,0.318354,0.730139,0.169417,7.32015,0.2872,1.65804,1.47032,38.4068,1.08114,102.711,3.12837,-1.63162,4.1517767906188965,1.6998605728149414,1.70001,49.619998931884766,,,,,,,375.1,5.001333333,375.1,5.001333333,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Luis Robert Jr.","CHW",77,334,304,74,44,15,0,14,44,40,25,2,98,4,2,0,,18,5,0.24288,0.0738253,0.292421,0.252462,0.305974,0.433548,0.320951,0.739522,0.190668,5.60073,0.308229,1.19658,1.22721,40.3946,1.81075,105.141,2.42378,0.507785,4.384655714035034,0.8707475662231445,1.69962,87.75,,,,,,,392.7,5.1,392.7,5.1,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Bo Bichette","TOR",79,342,319,89,62,18,1,9,41,39,19,1,61,2,2,0,,6,2,0.278594,0.0545584,0.179782,0.30347,0.320731,0.420037,0.3232,0.740768,0.141442,4.25276,0.320016,0.0351111,-0.164754,41.9339,2.46639,108.554,-0.129643,-2.03599,3.208066076040268,1.6237308979034424,1.68202,113.95999908447266,,,,,,,390.7,4.94556962,390.7,4.94556962,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Brent Rooker","ATH",73,315,280,71,39,13,1,19,43,48,29,1,91,4,2,0,,4,1,0.254847,0.0908744,0.287255,0.316355,0.330835,0.508315,0.360118,0.83915,0.253468,4.26599,0.304991,-0.321338,-0.19245,48.021,11.584,133.314,-0.513788,-0.289528,11.486136257648468,-5.794158011674881,1.6808,62.2400016784668,,,,,,,443.4,6.073972602,443.4,6.073972602,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Jackson Chourio","MIL",82,356,330,88,55,18,2,13,48,48,21,1,74,2,2,1,,14,4,0.266438,0.0588037,0.208651,0.281828,0.312519,0.448908,0.328902,0.761427,0.18247,5.98402,0.306391,1.01845,0.852769,45.2899,4.18973,109.181,1.87122,1.14428,5.688202977180481,-1.1631321907043457,1.67259,16.420000076293945,,,,,,,433,5.280487804,433,5.280487804,,,,,,,,,,,,,,,,,,,"Jackson Chourio","28806",694192
"Adley Rutschman","BAL",63,254,222,57,37,11,1,8,32,30,29,1,40,1,2,0,,1,0,0.256946,0.114066,0.15786,0.722576,0.344201,0.424402,0.337425,0.768604,0.167456,2.63142,0.278032,-0.340818,-0.383535,34.0505,4.71966,119.773,-0.724353,0.46056,5.008999824523926,2.6380297243595123,1.67151,61.56999969482422,,,,,,,301.9,4.792063492,301.9,4.792063492,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Tommy Edman","LAD",73,316,288,73,47,14,2,10,43,38,21,1,54,3,3,1,,12,2,0.254591,0.0662602,0.17136,0.386673,0.308913,0.420973,0.317824,0.729885,0.166382,6.18295,0.278974,1.11327,0.928905,37.3892,0.922343,103.696,2.04217,1.22866,3.405635952949524,2.3814343214035034,1.66818,169.00999450683594,,,,,,,356,4.876712328,356,4.876712328,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Geraldo Perdomo","ARI",76,331,282,70,50,13,1,5,43,32,37,0,51,3,3,6,,10,2,0.249982,0.112657,0.153998,0.731548,0.340978,0.361777,0.315445,0.702754,0.111795,5.61579,0.285942,0.90645,0.492298,38.5317,0.337337,98.7006,1.39875,0.777465,0.8967059850692749,4.319132030010223,1.65936,430.2699890136719,,,,,,,333.8,4.392105263,333.8,4.392105263,,,,,,,,,,,,,,,,,,,"Geraldo Perdomo","22799",672695
"Ozzie Albies","ATL",81,349,319,83,52,17,2,12,46,45,25,0,53,3,3,0,,7,2,0.260637,0.070191,0.151959,0.461907,0.317376,0.436411,0.327947,0.753787,0.175774,5.26048,0.277847,0.593322,0.236488,44.2091,3.84787,107.699,0.829809,-0.641843,3.972981035709381,0.6056874990463257,1.65654,69.22000122070312,,,,,,,411,5.074074074,411,5.074074074,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
