Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Alex Freeland","LAD",2,7,6,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00113752,0.74944,-0.0793531,91.7306,-0.00113752,0,-0.07046518416609615,0.025617284700274467,0.0195859,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Alex Freeland","sa3020653",690976
"Maximo Acosta","MIA",4,19,17,4,3,1,0,0,2,2,1,0,4,0,0,0,,1,0,0.233121,0.0639075,0.215806,0.296134,0.287237,0.328554,0.274347,0.615791,0.0954326,5.02066,0.287659,0.0204625,0.0416044,1.55539,-0.591483,69.5934,0.0620669,0.00864532,-0.598263818770647,0.181176183745265,0.0194658,999,,,,,,,13.2,3.3,13.2,3.3,,,,,,,,,,,,,,,,,,,"Maximo Acosta","sa3014711",691185
"Jakob Marsee","MIA",4,19,16,3,2,1,0,0,2,1,2,0,4,0,0,0,,1,0,0.206081,0.113898,0.241131,0.472349,0.308387,0.316902,0.285041,0.625289,0.110821,6.88129,0.264125,0.0579133,0.106391,1.71423,-0.432644,76.9076,0.164305,-0.0498642,-0.3371872305870056,-0.08967897668480873,0.0184497,999,,,,,,,11.6,2.9,11.6,2.9,,,,,,,,,,,,,,,,,,,"Jakob Marsee","sa3019868",805300
"Kyren Paris","LAA",4,18,16,3,2,1,0,0,2,2,2,0,6,0,0,0,,1,0,0.196474,0.0908456,0.332861,0.272923,0.277872,0.333303,0.274023,0.611175,0.13683,6.58764,0.278674,0.0444213,0.067589,1.53254,-0.589367,71.0502,0.11201,-0.00430216,-0.4952676147222519,0.061284259893000126,0.0183412,740.1099853515625,,,,,,,11.6,2.9,11.6,2.9,,,,,,,,,,,,,,,,,,,"Kyren Paris","26420",677347
"Aledmys Díaz",,7,29,27,6,4,1,0,1,3,3,2,0,6,0,0,0,,0,0,0.237295,0.0548318,0.198029,0.276887,0.285603,0.360298,0.285065,0.645902,0.123004,2.39788,0.278479,-0.0881278,-0.0437884,2.67955,-0.675566,79.8136,-0.131916,-0.128623,-0.8092398792505264,0.026932254433631897,0.017938,999,,,,,,,24.9,3.557142857,24.9,3.557142857,,,,,,,,,,,,,,,,,,,"Aledmys Diaz","15937",649557
"Vaughn Grissom","BOS",1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.2624,0.0783894,0.193737,0.404618,0.329091,0.373771,0.312506,0.702863,0.111371,4.17319,0.313722,-0.000356865,0.00116941,0.409633,-0.00476407,94.0022,0.000812545,0.0605471,-0.023758557508699596,0.07335569243878126,0.0175427,640.8599853515625,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Vaughn Grissom","26031",687093
"Weston Wilson","PHI",4,18,16,4,2,1,0,1,2,2,2,0,5,0,0,0,,1,0,0.222009,0.0879192,0.290684,0.302457,0.29385,0.385158,0.298551,0.679008,0.163149,4.94987,0.283836,0.0040112,0.023128,1.87037,-0.226575,88.2021,0.0271392,-0.0616504,-0.22311445325613022,-0.20424296706914902,0.016938,750.510009765625,,,,,,,26.6,6.65,26.6,6.65,,,,,,,,,,,,,,,,,,,"Weston Wilson","19358",642215
"Blake Dunn","CIN",3,15,13,3,2,1,0,0,2,1,1,0,4,0,0,0,,1,0,0.220919,0.082306,0.30989,0.265597,0.306155,0.339122,0.291028,0.645276,0.118202,6.25129,0.314427,0.013605,0.0470393,1.40898,-0.268574,77.1095,0.0606443,0.0679726,-0.3277928754687309,0.01612076908349991,0.01669,743.5,,,,,,,11.6,3.866666666,11.6,3.866666666,,,,,,,,,,,,,,,,,,,"Blake Dunn","29487",694362
"Andrew Pintar","MIA",2,7,7,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00117863,0.776528,-0.0822213,87.3645,-0.00117863,0,-0.11093904974404722,0.026543209329247475,0.0163528,999,,,,,,,7.2,3.6,7.2,3.6,,,,,,,,,,,,,,,,,,,"Andrew Pintar","sa3020715",801464
"Blaze Alexander","ARI",9,40,36,9,6,2,0,1,4,4,3,0,12,1,0,0,,1,0,0.234759,0.0756126,0.301975,0.250393,0.304004,0.345851,0.291257,0.649855,0.111092,4.176,0.331681,-0.0306493,-0.00612005,3.92822,-0.739982,82.1569,-0.0367694,-0.0304382,-0.8793417066335678,-0.27966658771038055,0.016132,746.6199951171875,,,,,,,43.5,4.833333333,43.5,4.833333333,,,,,,,,,,,,,,,,,,,"Blaze Alexander","23789",677942
"Luke Maile","KCR",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.223292,0.0865138,0.275511,0.314013,0.306686,0.343148,0.292912,0.649835,0.119857,2.69057,0.297444,-0.00589181,-0.00446204,0.32705,-0.0563917,81.6015,-0.0103538,0.0556774,-0.08009631093591452,0.12049216404557228,0.0156611,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Luke Maile","13355",571912
"Esteury Ruiz","LAD",1,4,3,1,1,0,0,0,1,0,0,0,1,0,0,0,,0,0,0.251935,0.0658781,0.23266,0.283152,0.310067,0.344294,0.292453,0.654362,0.0923593,7.69792,0.32194,0.0340179,0.0548374,0.352138,-0.0622588,86.3434,0.0888553,-0.011501,0.03160923719406128,0.0013076215982437134,0.0155435,595.2899780273438,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Esteury Ruiz","21780",665923
"Dom Nuñez","CLE",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.000538803,0.354984,-0.0375869,92.4445,-0.000538803,0,-0.02986094815423712,0.06635802239179611,0.0155289,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Dom Nunez","15055",624513
"Robbie Grossman",,8,33,28,6,4,1,0,1,4,3,4,0,8,0,0,0,,0,0,0.226026,0.12512,0.243334,0.514191,0.324918,0.350808,0.304571,0.675726,0.124782,3.48834,0.286798,-0.0606343,-0.0244497,3.52388,-0.250621,93.3082,-0.085084,-0.0310449,-0.33768270164728165,-0.5884523000568151,0.0153963,999,,,,,,,29.9,3.7375,29.9,3.7375,,,,,,,,,,,,,,,,,,,"Robbie Grossman","5254",543257
"Jared Young","NYM",14,62,55,13,9,2,0,2,7,6,5,0,14,1,0,0,,1,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00978538,6.44699,-0.682629,93.5651,-0.00978538,0,-0.47387051302939653,-1.3870370388031006,0.0152043,750.719970703125,,,,,,,62.3,4.45,62.3,4.45,,,,,,,,,,,,,,,,,,,"Jared Young","20404",676724
"Korey Lee","CHW",3,13,12,3,2,1,0,0,1,1,1,0,4,0,0,0,,0,0,0.218176,0.0514635,0.289564,0.177728,0.261353,0.345373,0.267015,0.606726,0.127197,4.00348,0.285388,-0.000430526,-0.00864441,1.03339,-0.500373,67.3931,-0.00907494,-0.0510654,-0.5034798821434379,0.20819387212395668,0.0151702,520.260009765625,,,,,,,10.7,3.566666666,10.7,3.566666666,,,,,,,,,,,,,,,,,,,"Korey Lee","25543",686676
"Rhylan Thomas","SEA",2,7,7,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00117863,0.776528,-0.0822213,97.5264,-0.00117863,0,-0.02217839437071234,-0.07962962985038757,0.0150944,999,,,,,,,7.2,3.6,7.2,3.6,,,,,,,,,,,,,,,,,,,"Rhylan Thomas","31793",689041
"Jacob Hurtubise","SEA",2,7,6,1,1,0,0,0,1,0,1,0,2,0,0,0,,0,0,0.236005,0.101612,0.228304,0.445074,0.336793,0.299497,0.293911,0.63629,0.0634918,5.89105,0.314952,0.0111483,0.0204229,0.738393,-0.120356,93.0344,0.0315712,0.00237991,-0.02756340056657791,-0.07724972232244909,0.0147821,749.75,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jacob Hurtubise","27599",674441
"Cavan Biggio","KCR",3,15,12,3,2,1,0,0,2,1,2,0,4,0,0,0,,0,0,0.215693,0.121592,0.271657,0.447595,0.324714,0.332304,0.299577,0.657018,0.116611,4.00609,0.289456,-0.0118296,-0.00731523,1.5082,-0.169355,86.2661,-0.0191448,-0.0682368,-0.2469096202403307,-0.09416268020868301,0.0147112,749.8599853515625,,,,,,,13.7,4.566666666,13.7,4.566666666,,,,,,,,,,,,,,,,,,,"Cavan Biggio","19252",624415
"Connor Joe","CIN",7,29,25,6,4,1,0,1,3,3,3,0,7,0,0,0,,0,0,0.226129,0.108609,0.232675,0.466783,0.321972,0.356283,0.305601,0.678256,0.130154,3.47265,0.282735,-0.0343546,-0.034511,3.15626,-0.198857,87.0772,-0.0688656,0.0885062,-0.5074494108557701,-0.30038270354270935,0.0142095,650.75,,,,,,,29.9,4.271428571,29.9,4.271428571,,,,,,,,,,,,,,,,,,,"Connor Joe","16572",656582
"Taylor Trammell","HOU",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.207328,0.105215,0.31832,0.330532,0.294776,0.396717,0.304971,0.691493,0.189389,4.27794,0.270151,-0.000325308,-0.00413956,0.785407,-0.0533714,95.9918,-0.00446487,0.0106853,-0.037701030261814594,-0.0670924810692668,0.0141871,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Taylor Trammell","19960",666211
"Jorge Barrosa","ARI",4,18,17,4,3,1,0,0,2,2,1,0,4,0,0,0,,1,0,0.233168,0.0762695,0.197443,0.386287,0.295713,0.323154,0.277751,0.618866,0.089986,5.36447,0.286607,-0.00852825,0.0517974,1.58727,-0.534639,72.919,0.0432691,0.116468,-0.5380021072924137,0.07711587846279144,0.0141843,999,,,,,,,13.2,3.3,13.2,3.3,,,,,,,,,,,,,,,,,,,"Jorge Barrosa","23968",678489
"Sebastián  Rivero","LAA",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.000532538,0.350857,-0.0371499,89.4611,-0.000532538,0,-0.04095743229845539,0.06558641791343689,0.0141592,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Sebastian  Rivero","21735",665861
"Sean Bouchard","COL",4,18,16,4,2,1,0,1,2,2,2,0,5,0,0,0,,0,0,0.234139,0.0995638,0.290681,0.342519,0.316834,0.40084,0.316087,0.717674,0.166701,5.82648,0.31253,-0.0179524,0.00892194,2.12479,0.0278396,87.5483,-0.00903044,0.0120181,-0.27315200585871935,-0.18242634274065495,0.0140055,630.52001953125,,,,,,,24.7,6.175,24.7,6.175,,,,,,,,,,,,,,,,,,,"Sean Bouchard","21270",656248
"Garrett Stubbs","PHI",3,10,9,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.216733,0.0941197,0.256367,0.367128,0.296911,0.300924,0.271484,0.597835,0.084191,4.22487,0.293007,-0.00260373,-0.00520244,0.810608,-0.339717,69.6887,-0.00780617,-0.0242555,-0.3605122738517821,0.17018897086381912,0.0138756,999,,,,,,,5.2,1.733333333,5.2,1.733333333,,,,,,,,,,,,,,,,,,,"Garrett Stubbs","18067",596117
"Jeferson Quero","MIL",2,7,6,1,1,0,0,0,1,1,0,0,1,0,0,0,,0,0,0.233599,0.0681515,0.2193,0.310769,0.287429,0.333788,0.276836,0.621216,0.100189,2.93467,0.284345,-0.00448946,-0.00957346,0.568806,-0.198078,73.5695,-0.0140629,0.00256555,-0.2190955663099885,0.13219518004916608,0.013405,745.1900024414062,,,,,,,-0.4,-0.2,-0.4,-0.2,,,,,,,,,,,,,,,,,,,"Jeferson Quero","sa3015407",691620
"Mason McCoy","SDP",1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.202689,0.0731218,0.319659,0.228749,0.263682,0.269652,0.242042,0.533334,0.0669629,4.2652,0.301655,0.00284194,-0.00281332,0.212605,-0.211777,53.8625,0.000028625,0.167083,-0.19803239422253682,0.20643486082553864,0.0132883,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Mason McCoy","22232",669200
"Ryan Fitzgerald","MIN",1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.000582464,0.383749,-0.0406326,91.8831,-0.000582464,0,-0.034635886433534324,0.039351850748062134,0.0131775,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Ryan Fitzgerald","24622",680837
"Ronny Simon","PIT",2,11,10,2,2,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00170628,1.12416,-0.11903,87.4001,-0.00170628,0,-0.16015576105564833,-0.06404320895671844,0.0130722,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Ronny Simon","25346",682927
"C.J. Kayfus","CLE",3,15,13,3,2,1,0,0,2,2,1,0,3,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00235726,1.55306,-0.164443,92.4445,-0.00235726,0,-0.1306415826547891,-0.23888888955116272,0.0129482,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"C.J. Kayfus","sa3023068",692216
"Jake Bauers","MIL",24,102,89,18,11,3,0,4,12,12,11,0,34,1,1,0,,3,1,0.205078,0.110877,0.335848,0.33014,0.297997,0.377915,0.299917,0.675912,0.172837,4.66925,0.278419,-0.070223,0.13491,10.585,-1.15785,89.356,0.0646873,-0.375331,-1.1996657028794289,-1.9827382564544678,0.0128451,706.9299926757812,,,,,,,97,4.041666666,97,4.041666666,,,,,,,,,,,,,,,,,,,"Jake Bauers","15194",641343
"Orelvis Martinez","TOR",4,18,17,4,2,1,0,1,2,2,1,0,5,0,0,0,,0,0,0.214835,0.0712867,0.28336,0.251577,0.278937,0.3902,0.291953,0.669138,0.175365,2.3577,0.26399,-0.0211054,-0.020347,1.79577,-0.326138,86.6857,-0.0414524,-0.126991,-0.32074473053216934,-0.16634292900562286,0.012823,632.260009765625,,,,,,,20.7,5.175,20.7,5.175,,,,,,,,,,,,,,,,,,,"Orelvis Martinez","25967",682619
"Darren Baker","WSN",2,7,7,2,1,0,0,0,1,0,0,0,2,0,0,0,,0,0,0.237516,0.0616315,0.215154,0.286453,0.285139,0.294533,0.260396,0.579671,0.0570161,5.3902,0.306248,0.00675631,0.037944,0.526725,-0.312054,63.0685,0.0447003,0.126285,-0.26865092292428017,0.15221117995679379,0.0124388,999,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Darren Baker","29912",671117
"Joey Loperfido","TOR",1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.221912,0.0720186,0.326758,0.220403,0.28191,0.364036,0.284285,0.645946,0.142123,4.49425,0.310805,-0.00376883,-0.000413814,0.336639,-0.0877431,81.319,-0.00418264,0.116384,-0.08255667798221111,0.07703185081481934,0.0121134,597.6300048828125,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Logan Driscoll","TBR",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.22704,0.0639457,0.238677,0.267918,0.280953,0.328581,0.271059,0.609534,0.101541,2.34244,0.289045,-0.00442351,-0.00504419,0.269076,-0.114365,74.7364,-0.0094677,0.0447555,-0.10523326229304075,0.10957028716802597,0.0119142,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Logan Driscoll","25475",686482
"Jarred Kelenic","ATL",3,11,10,2,1,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.228449,0.0853379,0.289807,0.294464,0.295469,0.387438,0.299049,0.682906,0.158989,4.77724,0.298167,-0.00065667,0.000121836,1.15338,-0.134744,87.9329,-0.000534834,0.0264449,-0.15776918950723484,-0.09299950674176216,0.0116258,502.82000732421875,,,,,,,7.1,2.366666666,7.1,2.366666666,,,,,,,,,,,,,,,,,,,"Jarred Kelenic","22558",672284
"Adam Duvall",,9,40,36,8,4,2,0,2,4,5,3,0,12,1,0,0,,0,0,0.212244,0.0650599,0.299639,0.217128,0.271536,0.40682,0.295201,0.678355,0.194575,2.61273,0.256804,-0.0850247,-0.0505078,4.0079,-0.605386,86.8258,-0.135533,-0.0318706,-0.7433360666036606,-0.45964837819337845,0.0114356,999,,,,,,,45.4,5.044444444,45.4,5.044444444,,,,,,,,,,,,,,,,,,,"Adam Duvall","10950",594807
"Will Banfield","CIN",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.000526273,0.346729,-0.0367128,83.4713,-0.000526273,0,-0.0646363435080275,0.06481481343507767,0.011236,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Will Banfield","sa3007973",677943
"Seby Zavala","BOS",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.202903,0.0827536,0.358262,0.230986,0.271416,0.411959,0.297469,0.683375,0.209056,1.01764,0.281883,0,-0.00339218,0.335104,-0.0437729,83.4784,-0.00339218,0,-0.06527432170696557,0.06404320895671844,0.0111991,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Seby Zavala","18887",664874
"Mickey Gasper","MIN",2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,,0,0,0.242986,0.106285,0.202265,0.525472,0.338555,0.366866,0.317757,0.705421,0.123881,2.60437,0.29451,-0.0126171,-0.0124758,0.869842,0.0210776,104.08,-0.025093,0.00920594,0.009143037721514702,-0.14820145815610886,0.0109251,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Mickey Gasper","24759",681508
"CJ Alexander","NYY",1,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.000582464,0.383749,-0.0406326,91.2081,-0.000582464,0,-0.03746789682190865,0.013117283582687378,0.0101571,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"CJ Alexander","20557",680769
"Jair Camargo","MIN",1,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.197925,0.0560957,0.364093,0.15407,0.245774,0.298003,0.241861,0.543776,0.100077,1.79033,0.295305,-0.00281073,-0.00477847,0.193895,-0.194111,50.9628,-0.00758919,0.114221,-0.19568492658436298,0.17980729788541794,0.00995009,999,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Jair Camargo","21730",665856
"Nate Eaton","BOS",2,7,6,2,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00113752,0.74944,-0.0793531,85.48,-0.00113752,0,-0.12010472209658474,-0.025617282837629318,0.00963558,999,,,,,,,8.2,4.1,8.2,4.1,,,,,,,,,,,,,,,,,,,"Nate Eaton","25055",681987
"Cal Stevenson","PHI",3,15,13,3,2,1,0,0,2,1,2,0,3,0,0,0,,1,0,0.223002,0.120019,0.224077,0.535613,0.317718,0.307961,0.285943,0.625679,0.084959,5.24385,0.286824,0.014636,0.031503,1.34996,-0.327602,79.5782,0.046139,0.0218633,-0.30040545389056206,-0.08184044621884823,0.00935652,999,,,,,,,14.6,4.866666666,14.6,4.866666666,,,,,,,,,,,,,,,,,,,"Cal Stevenson","22411",670276
"Justyn-Henry Malloy","DET",2,11,9,2,1,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.226713,0.122092,0.296032,0.412427,0.330345,0.382466,0.318735,0.712811,0.155753,2.78148,0.306447,-0.0213872,-0.0164079,1.28248,0.0392864,105.274,-0.037795,-0.130496,0.027024921029806137,-0.29700785875320435,0.00911228,681.280029296875,,,,,,,5.2,2.6,5.2,2.6,,,,,,,,,,,,,,,,,,,"Justyn-Henry Malloy","29606",669234
"Carson McCusker","MIN",3,15,13,3,2,1,0,0,2,1,1,0,3,0,0,0,,0,0,0.235253,0.0825439,0.229389,0.359842,0.305039,0.374036,0.300329,0.679076,0.138783,4.51441,0.285452,0,-0.00232986,1.535,-0.162531,91.8831,-0.00232986,0,-0.1385435457341373,-0.26234567165374756,0.00909257,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Carson McCusker","33098",676812
"Adael Amador","COL",3,11,10,2,2,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.24409,0.0885752,0.189021,0.4686,0.316675,0.37051,0.305563,0.687185,0.126421,4.88667,0.283739,0.000538711,0.00866001,1.18327,-0.0749026,80.3505,0.00919872,-0.0665668,-0.2408806150779128,-0.02767794206738472,0.00890089,698.22998046875,,,,,,,4.2,1.4,4.2,1.4,,,,,,,,,,,,,,,,,,,"Adael Amador","27962",691182
"Ronny Mauricio","NYM",13,58,55,13,9,3,0,2,7,7,3,0,13,0,0,0,,2,0,0.244484,0.0511103,0.223967,0.228205,0.284763,0.398227,0.297183,0.682989,0.153742,5.24748,0.288493,0.0469908,0.170685,5.92167,-0.788563,91.4128,0.217676,-1.39061,-0.36519867181777954,-1.4424608759582043,0.00846825,644,,,,,,,58.1,4.469230769,58.1,4.469230769,,,,,,,,,,,,,,,,,,,"Ronny Mauricio","23698",677595
"Trey Lipscomb","WSN",2,7,7,2,1,0,0,0,1,1,0,0,2,0,0,0,,0,0,0.238636,0.0568197,0.208198,0.272912,0.283879,0.319756,0.268308,0.603635,0.0811194,4.58826,0.296598,-0.000274362,0.00482851,0.572639,-0.266139,68.48,0.00455415,0.0817661,-0.26288241473957896,0.10769201628863811,0.00841209,750.1599731445312,,,,,,,4.2,2.1,4.2,2.1,,,,,,,,,,,,,,,,,,,"Trey Lipscomb","31567",702358
"Adam Frazier","PIT",31,133,120,28,20,6,1,2,14,12,10,0,22,2,1,1,,2,1,0.237919,0.0720236,0.163079,0.441648,0.302073,0.339696,0.28674,0.641769,0.101777,4.89534,0.275737,-0.036784,-0.0557197,12.423,-2.90969,78.105,-0.0925037,0.0338173,-3.4883753582835197,-0.7475098930299282,0.00839347,745.6599731445312,,,,,,,115.7,3.732258064,115.7,3.732258064,,,,,,,,,,,,,,,,,,,"Adam Frazier","15223",624428
"Bryan De La Cruz","NYY",3,11,10,2,2,0,0,0,1,1,1,0,3,0,0,0,,0,0,0.24199,0.059932,0.258935,0.231456,0.288228,0.405581,0.302675,0.693809,0.163591,2.70239,0.295695,-0.0188947,-0.0122098,1.17191,-0.10124,92.8494,-0.0311045,-0.0472494,-0.12110336311161518,-0.16530495136976242,0.00830107,490.9100036621094,,,,,,,4.2,1.4,4.2,1.4,,,,,,,,,,,,,,,,,,,"Bryan De La Cruz","19600",650559
"Hunter Renfroe",,15,65,59,13,8,3,0,2,7,8,5,0,14,0,0,0,,0,0,0.227381,0.0807317,0.206989,0.390028,0.293438,0.389272,0.300351,0.682709,0.161891,2.361,0.257745,-0.178735,-0.0787052,6.82736,-0.721646,90.3888,-0.25744,-0.38587,-0.9830414354801178,-1.0858701467514038,0.00828083,510.6400146484375,,,,,,,56.3,3.753333333,56.3,3.753333333,,,,,,,,,,,,,,,,,,,"Hunter Renfroe","15464",592669
"Jhonny Pereda","ATH",1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0.233557,0.0874525,0.231297,0.378096,0.303411,0.319317,0.280706,0.622728,0.0857598,1.72486,0.298137,-0.00621883,-0.00511793,0.287652,-0.0866597,77.7355,-0.0113368,0.0013357,-0.09372411016374826,0.06460730684921145,0.00816497,747.52001953125,,,,,,,2.6,2.6,2.6,2.6,,,,,,,,,,,,,,,,,,,"Jhonny Pereda","19802",640902
"Victor Mesa Jr.","MIA",9,41,38,9,6,2,0,1,4,4,2,0,9,0,0,0,,0,0,0.226911,0.0608257,0.228951,0.265672,0.276305,0.356112,0.278865,0.632417,0.129201,3.25172,0.273655,-0.0231547,-0.0471025,3.5695,-1.15363,72.6836,-0.0702573,0.0278164,-1.3753479421138763,0.12071763351559639,0.00780241,999,,,,,,,33.6,3.733333333,33.6,3.733333333,,,,,,,,,,,,,,,,,,,"Victor Mesa Jr.","25999",683748
"Matt Duffy",,3,15,13,3,2,1,0,0,1,1,1,0,3,0,0,0,,0,0,0.240754,0.0704289,0.206055,0.341796,0.305392,0.331263,0.286507,0.636654,0.0905083,2.23296,0.296463,-0.0275499,-0.027101,1.35651,-0.321048,80.8111,-0.0546509,-0.0861323,-0.3765782415866852,-0.034280430525541306,0.00692143,999,,,,,,,9.7,3.233333333,9.7,3.233333333,,,,,,,,,,,,,,,,,,,"Matt Duffy","13836",622110
"Blaine Crim","TEX",4,18,16,4,3,1,0,0,2,2,1,0,4,0,0,0,,0,0,0.237539,0.0764286,0.21121,0.361861,0.303807,0.375695,0.29998,0.679502,0.138156,3.09472,0.278812,-0.0206088,-0.0150468,1.8911,-0.205849,90.9867,-0.0356557,0.00479513,-0.22250254452228546,-0.3192789265885949,0.00639329,999,,,,,,,12.3,3.075,12.3,3.075,,,,,,,,,,,,,,,,,,,"Blaine Crim","25714",688760
"Dustin Harris","TEX",4,18,16,4,2,1,0,0,2,2,1,0,5,0,0,0,,1,0,0.224285,0.0809854,0.257483,0.314528,0.293737,0.344545,0.283232,0.638282,0.12026,5.73032,0.290067,0.028609,0.0360792,1.64812,-0.448831,79.2655,0.0646882,-0.00822643,-0.3651411905884743,-0.17674496211111546,0.00638241,749.5800170898438,,,,,,,14.2,3.55,14.2,3.55,,,,,,,,,,,,,,,,,,,"Dustin Harris","25705",687957
"Eguy Rosario","SDP",2,7,7,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.219989,0.0748957,0.274894,0.272454,0.282251,0.351459,0.280821,0.63371,0.13147,3.77233,0.291793,-0.00268605,-0.00783275,0.652936,-0.195828,80.3865,-0.0105188,-0.0359207,-0.1789140561595559,-0.009686153382062912,0.00523253,709.030029296875,,,,,,,1.6,0.8,1.6,0.8,,,,,,,,,,,,,,,,,,,"Eguy Rosario","19964",666703
