Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Skenes","PIT",12.0459,6.4607,15.1769,2.7849,29.2101,29.2101,0,0,0,173.46,692.703,133.928,58.3417,53.6744,14.3692,46.9907,1.05404,7.01507,215.934,11.2038,2.43812,4.59525,0.745547,0.311727,0.0678367,0.24389003217220306,0.209689,1.04299,0.292752,0.762286,,,2.68769,5.27273,5.50712,10.890000343322754,5.02626,-1.51431,1.64941,5.02626,1.51431,2.80079,1029.6,5.951445086705202,953,5.508670520231214,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Tarik Skubal","DET",13.8395,7.16968,15.6732,2.8839,29.3582,29.3582,0,0,0,183.2,723.947,144.899,63.8079,58.7033,17.3097,39.0017,0.762834,6.93567,213.016,10.4648,1.91602,5.46172,0.85037,0.294243,0.0538736,0.2403690256178379,0.213712,1.00383,0.284999,0.752145,,,2.82153,5.17764,5.09294,13.8100004196167,4.07244,-0.970145,1.73657,4.07244,0.970145,2.68457,1056.1000000000001,5.771038251366121,982,5.366120218579235,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Zack Wheeler","PHI",14.0896,8.04902,17.9482,3.27765,30.0711,30.0711,0,0,0,192.204,773.16,157.608,76.0843,69.9975,21.0563,48.1252,1.00979,8.11175,205.622,9.62828,2.25347,4.27264,0.985966,0.26595,0.0622449,0.20370519906282425,0.21984,1.07039,0.278538,0.735579,,,3.3288,4.56895,4.61046,21.649999618530273,1.70754,0.840632,1.30249,1.70754,-0.840632,3.26335,995.7000000000003,5.185937500000001,931,4.848958333333333,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Logan Webb","SFG",12.7591,9.94986,16.4629,3.41926,30.3027,30.3027,0,0,0,195.866,806.469,186.433,80.8835,74.4128,15.1156,44.1974,1.38262,5.86977,166.89,7.66856,2.03087,3.776,0.694562,0.206939,0.0548036,0.15213510021567345,0.246473,1.17749,0.298256,0.714889,,,3.23247,4.28627,4.20606,98.33999633789062,2.75096,-0.146136,0.987708,2.75096,0.146136,3.68306,966.3000000000001,4.930102040816327,969,4.9438775510204085,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",11.2269,7.04562,11.9121,3.20325,29.4189,29.4189,0,0,1.02367,152.912,615.788,120.771,59.1565,54.424,15.8419,44.3116,2.05665,5.6745,198.888,11.706,2.60806,4.48839,0.932409,0.322981,0.0719591,0.25102143734693527,0.21345,1.07959,0.29888,0.741239,,,2.89264,4.17851,4.03314,23.670000076293945,6.77032,-1.27048,1.1104,6.77032,1.27048,3.51947,868.8000000000001,5.67843137254902,805,5.261437908496732,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Cole Ragans","KCR",11.1921,8.63342,14.6038,3.45755,29.3659,29.3659,0,0,0,176.356,730.592,145.317,73.6427,67.7513,18.0435,64.9806,2.70081,5.85498,202.851,10.3521,3.31616,3.12172,0.920815,0.277653,0.0889423,0.18871048837900162,0.220258,1.19246,0.290008,0.738528,,,3.40106,3.6811,3.63129,45.599998474121094,2.97707,-0.641476,1.08939,2.97707,0.641476,3.54747,897,5.096590909090909,839,4.767045454545454,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Chris Sale","ATL",11.5305,6.52556,12.5502,3.14711,25.6534,25.6534,0,0,0,153.09,619.107,125.956,58.1875,53.5325,15.5458,39.574,0.745477,8.23406,183.675,10.798,2.32651,4.6413,0.913917,0.296677,0.0639211,0.23275595903396606,0.220473,1.08126,0.29674,0.746648,,,3.02388,3.59112,3.99886,35.97999954223633,4.40766,0.16145,1.0934,4.40766,-0.16145,3.54214,831.8000000000001,5.436601307189543,781,5.104575163398692,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Framber Valdez","HOU",13.6882,8.29757,15.8547,3.32794,28.6623,28.6623,0,0,0,185.364,767.001,160.692,74.5026,68.5424,16.0677,57.7753,0.857422,8.68876,181.047,8.79035,2.80516,3.13364,0.780133,0.236045,0.0753262,0.16071871668100357,0.229385,1.17858,0.287283,0.734617,,,3.4156,3.5487,3.91118,61.900001525878906,5.02993,-0.735776,1.15524,5.02993,0.735776,3.45968,914.6,4.9437837837837835,878,4.745945945945946,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Dylan Cease","SDP",12.2878,9.42042,14.2341,3.51348,30.7179,30.7179,0,0,0,182.392,748.98,144.234,77.3949,71.2033,20.6211,67.9291,1.46769,6.05768,214.887,10.6035,3.35192,3.1634,1.01754,0.286906,0.0906954,0.19621064513921738,0.213682,1.16323,0.281267,0.735259,,,3.49687,3.53876,3.70062,47.27000045776367,2.5468,-0.848565,1.1558,2.5468,0.848565,3.45893,922.1,5.066483516483516,845,4.642857142857143,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Logan Gilbert","SEA",11.7783,8.8891,16.1498,3.42437,30.6513,30.6513,0,0,0,193.511,771.637,160.836,80.0305,73.628,24.7049,40.2041,1.77043,5.33782,199.026,9.2565,1.86985,4.9504,1.149,0.257927,0.0521023,0.20582491904497147,0.221509,1.03891,0.270982,0.726989,,,3.47518,3.47891,3.4957,26.360000610351562,1.58656,-0.0449348,1.38866,1.58656,0.0449348,3.14846,972.5000000000001,5.012886597938145,908,4.680412371134021,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"Pablo López","MIN",12.4059,9.41682,15.3121,3.74962,30.2644,30.2644,0,0,0,185.449,762.61,169.371,83.9809,77.2624,23.2728,45.5305,1.1836,8.05238,195.3,9.47809,2.20964,4.28943,1.12945,0.256094,0.0597035,0.19639061763882637,0.238878,1.15882,0.297884,0.718084,,,3.55848,3.42872,2.98633,73.29000091552734,2.62439,-0.423004,1.12198,2.62439,0.423004,3.50403,874.6999999999999,4.728108108108108,854,4.616216216216216,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Jacob deGrom","TEX",6.85846,4.15343,9.41837,3.03797,20.2929,20.2929,0,0,0,110.406,431.965,84.729,40.5085,37.2678,12.7222,22.8105,0.459916,3.99945,139.761,11.393,1.85946,6.12705,1.03708,0.323548,0.0528065,0.2707413546741009,0.209127,0.974039,0.284982,0.747043,,,2.8612,3.39813,2.80383,49.810001373291016,7.94165,-0.337983,1.37369,7.94165,0.337983,3.16841,632.1,5.746363636363637,580,5.2727272727272725,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Yoshinobu Yamamoto","LAD",11.4768,6.20502,11.4824,3.42001,25.4072,25.4072,0,0,0,150.353,608.165,128.054,62.1026,57.1344,15.8123,38.0802,0.904295,4.50282,159.463,9.54531,2.27944,4.18756,0.946506,0.262204,0.0626149,0.19958896934986115,0.226411,1.10496,0.287573,0.722456,,,3.26213,3.28267,3.21315,59.349998474121094,4.4006,-0.524433,0.869107,4.4006,0.524433,3.84119,769.4000000000001,5.129333333333334,731,4.873333333333333,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Corbin Burnes","ARI",12.298,8.65106,15.9319,3.55083,29.4178,29.4178,0,0,0,183.825,755.775,161.82,78.832,72.5254,19.908,52.4939,0.648283,6.53235,180.768,8.85037,2.57009,3.44361,0.974689,0.239183,0.069457,0.16972566395998,0.232249,1.16586,0.28607,0.726667,,,3.57092,3.27346,3.81958,37.04999923706055,4.52053,0.552247,0.942214,4.52053,-0.552247,3.74372,879.4000000000001,4.779347826086957,845,4.592391304347826,,,,,,,,,,,,,,,,,,,"Corbin Burnes","19361",669203
"Blake Snell","LAD",11.214,5.89086,13.3033,3.3268,27.941,27.941,0,0,0,156.766,642.247,113.42,62.9864,57.9475,17.3689,68.6134,0.720098,4.02599,204.281,11.7279,3.93913,2.97728,0.997158,0.318072,0.106833,0.21123894304037094,0.199119,1.16118,0.276042,0.754814,,,3.39071,3.2613,3.57088,44.5099983215332,4.00845,0.725,1.06009,4.00845,-0.725181,3.58655,847.9000000000001,5.40063694267516,753,4.796178343949045,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Justin Steele","CHC",10.6179,7.64081,13.2767,3.48892,28.742,28.742,0,0,0,167.441,689.686,150.57,70.554,64.9097,16.8558,45.8408,0.927371,6.02266,162.634,8.74166,2.46396,3.54781,0.906004,0.235809,0.0664661,0.1693432405591011,0.236069,1.17302,0.291741,0.728284,,,3.46179,3.24654,3.35667,118.05999755859375,1.9787,1.59532,0.748918,1.9787,-1.59532,4.00144,804.1,4.81497005988024,784,4.6946107784431135,,,,,,,,,,,,,,,,,,,"Justin Steele","17312",657006
"Michael King","SDP",11.9107,8.47385,12.2033,3.54063,29.0861,29.0861,0.00978098,0,1.32639,169.775,706.017,145.271,72.5979,66.7901,19.1379,59.5056,2.93197,7.19584,186.037,9.86206,3.15447,3.12638,1.01452,0.263502,0.0842834,0.17921821773052216,0.227229,1.20616,0.290535,0.742645,,,3.61898,3.20511,3.33805,62.720001220703125,2.89426,0.41805,1.0442,2.89426,-0.41805,3.60774,818.3,4.813529411764706,774,4.552941176470588,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Tyler Glasnow","LAD",9.38412,5.56627,11.5969,3.41993,22.3561,22.3561,0,0,0,134.422,537.434,104.278,55.5208,51.0791,15.8127,39.3896,0.561032,2.60041,166.648,11.1577,2.63727,4.23077,1.05872,0.310081,0.0732919,0.23678916692733765,0.210473,1.06878,0.282651,0.72531,,,3.15338,3.16696,2.80274,91.72000122070312,3.91154,-2.59212,0.92141,3.91154,2.59212,3.77145,732.4,5.465671641791045,670,5,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Sonny Gray","STL",9.98141,7.94439,12.1821,3.59151,25.9192,25.9192,0,0,0,156.378,642.311,138.037,67.8302,62.4038,16.8709,44.124,0.701962,5.51112,165.364,9.51714,2.53946,3.74771,0.970966,0.257452,0.0686958,0.1887557953596115,0.232905,1.16487,0.29521,0.72114,,,3.40628,3.13591,2.95311,122.05000305175781,4.30765,-0.57664,0.698534,4.30765,0.57664,4.06862,766.5000000000002,4.91346153846154,739,4.737179487179487,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",9.88614,8.41762,12.2291,3.82446,26.8851,26.8851,0,0,0,158.897,641.179,137.493,73.3934,67.5219,23.8757,34.8216,0.637518,6.4728,174.728,9.89663,1.97231,5.01779,1.35232,0.27251,0.0543088,0.2182014100253582,0.229199,1.08444,0.283136,0.712233,,,3.70023,3.13098,2.47958,93.91999816894531,2.95485,-0.283416,1.09478,2.95485,0.283416,3.5403,752.2,4.730817610062894,710,4.465408805031447,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Cristopher Sánchez","PHI",10.3684,8.08377,13.3428,3.58309,28.4688,28.4166,0,0,0,166.876,694.702,159.727,72.214,66.4369,16.1772,44.3875,2.76117,5.27392,144.28,7.78134,2.39392,3.25046,0.872473,0.207686,0.0638943,0.1437915712594986,0.247623,1.22315,0.296233,0.726859,,,3.59032,3.10106,3.34765,144.05999755859375,3.5751,-1.07866,0.756388,3.5751,1.07866,3.99148,764,4.574850299401198,768,4.598802395209581,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Max Fried","NYY",11.9613,8.13275,13.5595,3.41073,26.9887,26.9887,0,0,0,166.369,685.817,147.637,68.5312,63.0487,15.8964,47.9646,1.04479,6.10564,156.846,8.48486,2.59472,3.27004,0.859945,0.2287,0.0699379,0.15876204520463943,0.233697,1.17571,0.287014,0.733042,,,3.4981,3.08752,3.51412,96.06999969482422,3.98582,-1.62244,0.874426,3.98582,1.62244,3.8341,798.8000000000002,4.812048192771085,774,4.662650602409639,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Tanner Bibee","CLE",11.0332,8.54807,11.8144,3.67598,28.553,28.553,0,0,0,168.698,692.366,148.621,74.8948,68.9032,22.3527,45.1132,0.903649,6.97529,177.99,9.49576,2.40679,3.94541,1.19252,0.257075,0.065158,0.19191724807024002,0.23212,1.14841,0.287016,0.731588,,,3.70514,3.07502,2.8698,88.16000366210938,3.7606,-2.89498,0.867471,3.7606,2.89498,3.84337,792.6,4.689940828402367,759,4.491124260355029,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"George Kirby","SEA",10.6403,7.96619,12.7438,3.49661,25.5971,25.5971,0,0,0,152.733,613.758,142.538,64.4986,59.3387,18.6132,21.2179,0.724146,5.54822,142.677,8.40742,1.25029,6.72437,1.0968,0.232464,0.0345704,0.1978938989341259,0.242829,1.07217,0.291108,0.720837,,,3.40818,3.05926,2.65066,100.83999633789062,2.05294,0.195833,0.963789,2.05294,-0.195833,3.71495,731.7,4.7823529411764705,723,4.7254901960784315,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Spencer Schwellenbach","ATL",12.2772,8.0402,12.7134,3.68906,28.355,28.355,0,0,0,166.121,679.191,151.522,74.0132,68.0921,19.4313,37.0532,1.39982,7.17974,162.047,8.7793,2.00745,4.37337,1.05274,0.238589,0.0545549,0.18403371796011925,0.238633,1.13517,0.291282,0.709927,,,3.53495,3.03089,3.11249,78.30000305175781,3.45693,1.22817,0.919152,3.45693,-1.22817,3.77446,791.5,4.768072289156627,775,4.668674698795181,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Aaron Nola","PHI",11.7346,9.22568,14.663,3.88863,29.6602,29.6602,0,0,0,185.005,759.856,171.782,86.8859,79.935,26.3346,44.2621,0.918926,5.44736,182.841,8.89473,2.15324,4.13087,1.28111,0.240626,0.0582507,0.18237510696053505,0.241897,1.16778,0.290332,0.720848,,,3.84644,3.01457,2.93175,88.30000305175781,1.48595,-1.90531,1.11817,1.48595,1.90531,3.50911,821,4.437837837837838,806,4.356756756756757,,,,,,,,,,,,,,,,,,,"Aaron Nola","16149",605400
"Sandy Alcantara","MIA",8.76166,9.2631,12.8822,3.72899,26.687,26.687,0,0,0,172.286,716.078,164.332,77.591,71.3838,18.522,43.7664,1.22445,6.62675,149.579,7.81382,2.2863,3.41768,0.967562,0.208887,0.0611195,0.14776714891195297,0.246862,1.20787,0.293037,0.716414,,,3.70516,2.9777,3.20462,137.64999389648438,3.79594,-0.334874,0.579188,3.79594,0.334874,4.22775,759.6999999999999,4.416860465116279,760,4.4186046511627906,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Hunter Brown","HOU",12.0241,9.41902,13.552,3.75023,28.8551,28.8551,0,0,0,168.457,707.431,151.696,76.2985,70.1946,18.9739,59.05,1.49676,6.44017,179.038,9.56528,3.15481,3.03196,1.0137,0.253081,0.0834711,0.16961020976305008,0.236308,1.25104,0.298971,0.729969,,,3.67139,2.9511,2.67114,98.58000183105469,2.01278,-1.87698,1.224,2.01278,1.87698,3.368,777.3,4.626785714285714,756,4.5,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Spencer Strider","ATL",9.5354,5.83973,10.3636,3.47333,21.5282,21.5282,0,0,0.063247,123.279,501.363,95.9666,51.7138,47.5767,14.0758,42.1904,0.684362,4.46248,165.155,12.0571,3.0801,3.91452,1.0276,0.329413,0.0841514,0.24526110291481018,0.21105,1.12068,0.297267,0.72978,,,3.10672,2.94603,2.61131,101.01000213623047,5.30593,-0.284816,0.728698,5.30593,0.284816,4.0284,680.4,5.53170731707317,625,5.08130081300813,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Kevin Gausman","TOR",11.8249,10.2011,14.7018,3.88092,29.6091,29.6091,0,0,0,180.469,750.755,169.521,84.5876,77.8206,23.2465,51.9314,0.74728,4.1376,180.228,8.98798,2.58982,3.4705,1.1593,0.240063,0.0691723,0.17089025676250458,0.244025,1.22709,0.297783,0.724507,,,3.77575,2.84811,2.4957,166.66000366210938,3.32382,-0.688012,1.20098,3.32382,0.688012,3.39869,799.0999999999999,4.439444444444444,793,4.405555555555556,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Luis Castillo","SEA",12.0794,9.63114,14.3705,3.65359,29.8635,29.8635,0,0,0,181.506,744.111,158.175,80.0904,73.6832,23.4322,51.2875,1.50272,6.46686,182.364,9.04255,2.5431,3.55572,1.16189,0.245076,0.0689245,0.17615164816379547,0.230456,1.15403,0.280387,0.732334,,,3.7899,2.83311,2.71131,100.88999938964844,2.14039,0.147294,0.955115,2.14039,-0.147294,3.72651,846.1000000000001,4.648901098901099,804,4.417582417582418,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Hunter Greene","CIN",9.00064,7.60441,11.1475,3.89095,25.3748,25.3748,0,0,0,151.392,628.836,122.094,71.1425,65.4511,21.8573,54.6295,0.628846,11.4601,178.369,10.6037,3.24763,3.26506,1.29938,0.28365,0.0868741,0.196775421500206,0.21696,1.16732,0.276498,0.722547,,,3.99662,2.80638,2.82418,94.69999694824219,3.48354,0.0671696,0.886608,3.48354,-0.0671696,3.81786,687.6000000000001,4.553642384105961,627,4.152317880794702,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Freddy Peralta","MIL",10.4826,8.82965,12.1466,3.78476,29.0056,29.0056,0,0,0.392965,165.54,684.725,135.489,75.6676,69.6142,22.8766,59.722,0.733552,7.79303,189.993,10.3294,3.24694,3.18128,1.24374,0.277473,0.0872204,0.190252423286438,0.219518,1.17924,0.278509,0.732569,,,3.89111,2.76561,2.83063,103.55999755859375,2.2652,0.190953,0.983402,2.2652,-0.190953,3.6888,770.5,4.641566265060241,707,4.259036144578313,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Seth Lugo","KCR",11.4038,9.61684,14.4565,3.96213,30.0762,29.7625,0.0442444,0.200182,1.32292,181.791,761.969,177.215,86.9904,80.0311,21.8487,48.5364,1.54635,7.20527,159.794,7.91099,2.40291,3.29225,1.08167,0.209712,0.0636987,0.146013505756855,0.250932,1.24182,0.296171,0.711,,,3.89077,2.69932,2.62468,179.72999572753906,3.31344,-0.229722,1.15409,3.31344,0.229722,3.46121,767.9999999999998,4.219780219780218,776,4.263736263736264,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Tanner Houck","BOS",10.0041,9.05844,12.0048,3.87465,33.2272,28.0551,0.038351,0.294687,0.450644,171.11,722.064,161.022,80.0716,73.6658,16.0812,51.5571,2.74208,11.5539,150.343,7.90766,2.71178,2.91604,0.845831,0.208212,0.0714023,0.13680987805128098,0.24436,1.24235,0.294279,0.697168,,,3.73747,2.69017,2.96184,225.72999572753906,2.2528,0.0154624,0.869484,2.2528,-0.0154624,3.84069,758.0000000000001,4.432748538011697,755,4.415204678362573,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Reynaldo López","ATL",10.1056,7.33367,11.7973,3.66582,28.6931,28.6931,0.0190231,0.0056279,2.22433,158.242,657.141,139.183,70.0588,64.4541,18.3435,52.9667,2.39568,4.5062,167.834,9.54554,3.01247,3.16867,1.04328,0.255401,0.0806018,0.1747988685965538,0.2321,1.21427,0.292242,0.733415,,,3.6418,2.67358,3.00681,172.38999938964844,3.25641,0.454113,0.80806,3.25641,-0.454113,3.92259,748.4,4.736708860759493,718,4.544303797468355,,,,,,,,,,,,,,,,,,,"Reynaldo Lopez","16400",625643
"Zach Eflin","BAL",10.8928,8.89541,12.8513,3.8761,27.9444,27.9444,0,0,0,167.007,684.924,165.215,78.1805,71.9261,22.781,28.73,1.21506,4.98938,140.713,7.58306,1.54826,4.89778,1.22767,0.205444,0.0419463,0.16349755600094795,0.253707,1.1613,0.292047,0.714368,,,3.86037,2.65897,2.30101,192.4199981689453,1.07517,0.727598,0.812288,1.07517,-0.727598,3.91695,703.9000000000001,4.21497005988024,716,4.287425149700598,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Shota Imanaga","CHC",11.3775,7.23911,12.677,3.63884,27.3903,27.3903,0,0,0,167.393,679.285,151.422,73.5649,67.6797,25.6523,35.651,1.01866,5.09743,166.234,8.93767,1.9168,4.66282,1.37921,0.244719,0.0524831,0.1922360099852085,0.237139,1.11756,0.281584,0.750914,,,3.90281,2.65409,3.0309,78.08999633789062,2.09666,2.82277,0.882765,2.09666,-2.82277,3.82298,732.4,4.38562874251497,706,4.227544910179641,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Yusei Kikuchi","LAA",9.58384,9.48384,11.6286,3.9273,29.8381,29.8381,0,0,0.113262,168.79,701.507,153.841,80.0588,73.6541,25.7954,50.8992,1.17547,5.17553,188.049,10.0269,2.71399,3.69453,1.37543,0.268064,0.0725569,0.1955067217350006,0.238353,1.21299,0.296684,0.739393,,,3.92167,2.65369,2.57844,170.38999938964844,4.14294,-0.0692056,1.07806,4.14294,0.0692056,3.56259,738.4000000000002,4.369230769230771,715,4.230769230769231,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Zac Gallen","ARI",12.241,8.13767,13.0008,3.78792,28.1983,28.1983,0,0,0,167.167,695.09,151.473,76.4753,70.3573,18.8917,51.0596,0.747263,6.10149,167.517,9.01881,2.74896,3.28081,1.0171,0.241,0.0734575,0.1675422117114067,0.237445,1.21156,0.293633,0.715891,,,3.65726,2.64062,3.00137,119.88999938964844,3.37039,-0.113498,1.03853,3.37039,0.113498,3.61529,774.4999999999999,4.637724550898203,753,4.508982035928144,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Bailey Ober","MIN",10.3561,8.92936,12.6671,3.95874,28.4805,28.4805,0,0,0,169.003,686.395,148.013,80.8018,74.3376,26.1492,40.3911,0.708206,6.19271,174.047,9.26859,2.15097,4.30903,1.39254,0.253566,0.0588453,0.19472073391079903,0.231339,1.1148,0.277206,0.708866,,,3.94516,2.57082,2.27309,84.66999816894531,2.41828,-0.279358,1.14104,2.41828,0.279358,3.47861,756.0000000000002,4.47337278106509,717,4.242603550295858,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Kodai Senga","NYM",10.6213,7.27559,11.0324,3.71829,29.1417,25.8492,0,0.293362,0,150.538,636.897,125.126,67.6019,62.1938,17.7734,65.8234,0.838856,8.04993,165.992,9.92391,3.93529,2.52177,1.06259,0.260626,0.10335,0.1572754681110382,0.222238,1.26844,0.283058,0.742758,,,3.96821,2.4666,2.58605,155.4199981689453,1.47984,0.128623,1.055,1.47984,-0.128623,3.59334,681.0000000000001,4.509933774834438,631,4.178807947019868,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Roki Sasaki","LAD",8.78663,5.86698,10.0462,3.51855,22.4003,22.4003,0,0,0,128.333,525.116,104.077,54.5344,50.1717,15.7469,41.1158,1.06023,6.46437,148.85,10.4389,2.88346,3.62027,1.10433,0.283462,0.0782985,0.20516302436590195,0.217947,1.13138,0.282262,0.73618,,,3.55414,2.44761,2.50928,999,3.25824,-0.863066,0.626978,3.25824,0.863066,4.16403,637.0000000000001,4.976562500000001,589,4.6015625,,,,,,,,,,,,,,,,,,,"Roki Sasaki","35323",808963
"Jack Flaherty","DET",10.2969,8.63278,11.6524,3.8063,27.4071,27.4071,0,0,0,157.06,654.8,140.747,72.2003,66.4243,20.1542,49.3997,1.03281,7.60777,168.592,9.66076,2.83074,3.4128,1.15489,0.25747,0.0754425,0.18202772736549377,0.235444,1.21066,0.294813,0.728374,,,3.77671,2.44455,2.41785,138.3800048828125,3.38277,-0.926555,0.859037,3.38277,0.926555,3.85462,716.1999999999999,4.561783439490445,692,4.407643312101911,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"MacKenzie Gore","WSN",9.63875,10.0921,11.3045,3.88115,29.7813,29.7813,0,0,0,164.467,695.744,147.689,77.0921,70.9248,20.1542,62.086,0.832019,6.89559,175.43,9.5999,3.39748,2.8256,1.10288,0.252148,0.0892369,0.16291061788797379,0.235638,1.27548,0.295782,0.730796,,,3.88449,2.40515,2.53158,200.7899932861328,5.1947,0.238264,1.16551,5.1947,-0.238264,3.44598,725.8000000000002,4.425609756097562,703,4.286585365853658,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Nathan Eovaldi","TEX",10.1813,7.93851,12.3005,3.89245,25.913,25.913,0,0,0,157.024,647.776,143.663,73.8175,67.9121,20.7059,41.7888,0.806828,6.09749,150.595,8.63152,2.39516,3.60373,1.18678,0.232481,0.0645111,0.1679694578051567,0.239481,1.18104,0.286887,0.713484,,,3.87749,2.39641,2.29427,203.2899932861328,2.34763,-0.422307,0.760194,2.34763,0.422307,3.98641,687.1,4.376433121019108,670,4.267515923566879,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Mitch Keller","PIT",10.1506,10.6537,12.6806,4.24333,29.3472,29.3472,0,0,0,176.589,751.744,173.36,90.4981,83.2583,21.7111,53.621,1.10167,10.8903,161.74,8.24322,2.73284,3.01636,1.10652,0.215153,0.0713287,0.14382405579090118,0.252258,1.28537,0.301021,0.694267,,,4.02892,2.36199,2.28865,298.9200134277344,2.36058,-1.26076,1.48082,2.36058,1.26076,3.02558,718.3999999999999,4.058757062146892,728,4.112994350282486,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Ranger Suárez","PHI",9.0681,7.38457,9.72477,3.69344,28.2909,23.4852,0,0.268901,0,137.484,576.304,129.129,61.3274,56.4212,14.1857,42.53,0.873054,4.56553,124.191,8.12979,2.7841,2.92008,0.928621,0.215496,0.0737979,0.14169791340827942,0.244004,1.24857,0.294099,0.726826,,,3.72886,2.35837,2.4754,278.0299987792969,2.77708,-0.573079,0.586853,2.77708,0.573079,4.21753,610.2000000000002,4.454014598540147,607,4.430656934306569,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Nick Lodolo","CIN",8.47642,8.1959,9.68922,3.97534,24.0541,24.0541,0,0,0,136.584,578.521,123.748,65.5759,60.3298,18.3592,43.1439,1.04483,13.9257,148.051,9.75559,2.8429,3.43156,1.20975,0.255913,0.0745763,0.181336909532547,0.237316,1.2219,0.296837,0.717592,,,3.99949,2.35533,2.40094,235.97999572753906,4.65067,-0.839693,0.661714,4.65067,0.839693,4.11771,595.0000000000002,4.343065693430659,576,4.204379562043796,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Erick Fedde","STL",9.39084,10.1553,10.6964,4.08567,28.3093,28.3093,0,0,0,164.203,691.441,158.309,81.0241,74.5422,21.5325,50.2551,0.913556,5.04549,142.807,7.82728,2.75449,2.84165,1.1802,0.206536,0.0726817,0.1338539943099022,0.248858,1.27016,0.289903,0.714835,,,4.14216,2.35228,2.09382,335.6700134277344,4.07997,1.19906,1.01333,4.07997,-1.19906,3.6489,653.2,3.982926829268293,655,3.9939024390243905,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
