Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aaron Judge","NYY",112,483,392,116,60,19,1,36,82,89,83,9,118,4,3,0,,6,2,0.294716,0.17212,0.244565,0.703779,0.420733,0.621782,0.438349,1.04251,0.327066,3.95481,0.331037,-0.434324,-0.473389,103.621,47.8889,189.671,-0.907713,-1.26741,48.01323103904724,-7.49518609046936,5.88399,3.119999885559082,,,,,,,923.6,8.246428571,923.6,8.246428571,,,,,,,,,,,,,,,,,,,"Aaron Judge","15640",592450
"Bobby Witt Jr.","KCR",109,470,425,126,75,26,5,20,73,65,36,4,76,5,4,1,,25,8,0.295405,0.0758539,0.160898,0.47144,0.353574,0.520268,0.373976,0.873842,0.224862,7.00449,0.317053,2.04065,1.08086,76.8121,22.5468,139.878,3.12151,2.01263,24.304617643356323,7.048737287521362,4.88714,1.6299999952316284,,,,,,,720.6,6.611009174,720.6,6.611009174,,,,,,,,,,,,,,,,,,,"Bobby Witt Jr.","25764",677951
"Fernando Tatis Jr.","SDP",109,472,422,121,72,22,2,25,76,66,43,1,94,5,3,1,,18,4,0.286355,0.0901099,0.198795,0.453279,0.356314,0.523612,0.379648,0.879926,0.237257,5.71169,0.31407,1.66781,1.08285,79.2751,24.7753,146.785,2.75067,3.11864,28.780045986175537,-2.0812058448791504,4.40131,11.619999885559082,,,,,,,732.8,6.722935779,732.8,6.722935779,,,,,,,,,,,,,,,,,,,"Fernando Tatis Jr.","19709",665487
"Mookie Betts","LAD",108,465,402,113,68,23,2,19,73,65,55,1,58,4,3,0,,10,2,0.280291,0.118509,0.125794,0.942089,0.369907,0.491879,0.374681,0.861787,0.211588,5.26214,0.285533,0.170047,0.150026,76.183,22.5462,141.449,0.320073,-2.19868,23.015761137008667,2.5025525093078613,4.25283,13.65999984741211,,,,,,,677.9,6.276851851,677.9,6.276851851,,,,,,,,,,,,,,,,,,,"Mookie Betts","13611",605141
"Juan Soto","NYM",110,474,379,104,60,20,1,23,76,66,89,4,77,3,3,1,,6,2,0.273933,0.188415,0.16247,1.15969,0.41325,0.517033,0.403234,0.930283,0.2431,3.91264,0.285915,-1.84104,-0.808669,88.5482,33.794,162.549,-2.64971,-2.28672,32.31286358833313,-7.64474892616272,4.19775,7.079999923706055,,,,,,,765.1,6.955454545,765.1,6.955454545,,,,,,,,,,,,,,,,,,,"Juan Soto","20123",665742
"Shohei Ohtani","LAD",104,450,386,111,59,20,4,28,82,70,58,8,103,3,3,0,,24,6,0.28733,0.128021,0.228307,0.56074,0.381499,0.579281,0.406108,0.960781,0.291951,7.26547,0.321057,1.96652,1.46671,85.0599,33.0993,162.672,3.43323,0,36.67726445198059,-11.251852035522461,4.19318,1.5499999523162842,,,,,,,791.4,7.609615384,791.4,7.609615384,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Kyle Tucker","CHC",109,469,401,113,66,22,3,23,72,71,63,5,69,2,3,0,,17,4,0.281514,0.133226,0.145986,0.912592,0.378022,0.518114,0.385291,0.896136,0.236601,5.79175,0.28829,1.57315,1.02194,80.9408,26.7453,149.462,2.59509,-0.014226,29.960723876953125,-5.596941979601979,4.14945,8.710000038146973,,,,,,,745,6.834862385,745,6.834862385,,,,,,,,,,,,,,,,,,,"Kyle Tucker","18345",663656
"Francisco Lindor","NYM",110,474,421,110,68,21,2,20,70,62,42,1,86,8,3,1,,16,4,0.262077,0.0877706,0.181967,0.482344,0.337172,0.46083,0.34819,0.798003,0.198753,5.69955,0.284217,1.07073,0.932185,67.7705,13.0163,125.377,2.00291,2.5788,16.18783664703369,7.487442970275879,4.09453,14.149999618530273,,,,,,,624.5,5.677272727,624.5,5.677272727,,,,,,,,,,,,,,,,,,,"Francisco Lindor","12916",596019
"Julio Rodríguez","SEA",111,478,432,117,75,20,2,20,68,62,36,2,112,6,2,0,,20,5,0.270162,0.0761099,0.233502,0.325949,0.333881,0.462783,0.346052,0.796665,0.192621,5.95606,0.319714,1.59259,1.07329,67.4639,12.3006,131.052,2.66588,2.33965,19.433597803115845,3.764645576477051,4.06616,13.710000038146973,,,,,,,630.6,5.681081081,630.6,5.681081081,,,,,,,,,,,,,,,,,,,"Julio Rodriguez","23697",677594
"José Ramírez","CLE",109,473,422,116,67,26,2,21,66,70,45,9,56,2,4,0,,22,5,0.274447,0.0950192,0.119447,0.795489,0.344347,0.492336,0.356048,0.836683,0.21789,5.65576,0.272569,2.2302,1.68334,70.5306,15.936,132.959,3.91354,-0.00216391,21.527860641479492,1.2645027390681207,4.00691,4.900000095367432,,,,,,,680.6,6.244036697,680.6,6.244036697,,,,,,,,,,,,,,,,,,,"Jose Ramirez","13510",608070
"Gunnar Henderson","BAL",105,453,401,105,60,21,4,21,69,60,46,1,104,3,3,0,,12,3,0.262344,0.100769,0.228406,0.441185,0.340887,0.487794,0.358732,0.828681,0.22545,6.25615,0.302068,0.971884,0.364311,68.56,16.2402,136.23,1.33619,-1.23718,19.891501665115356,3.4424480199813843,3.99501,9.329999923706055,,,,,,,629.5,5.995238095,629.5,5.995238095,,,,,,,,,,,,,,,,,,,"Gunnar Henderson","26289",683002
"Corbin Carroll","ARI",108,465,406,107,62,20,7,18,77,57,46,1,94,8,3,2,,25,5,0.263364,0.0994309,0.202203,0.491738,0.347391,0.481415,0.359724,0.828806,0.218051,8.3988,0.299482,3.53596,2.22173,70.6524,17.0157,128.011,5.75769,1.7486,21.095238208770752,-2.9526381492614746,3.48596,7.889999866485596,,,,,,,655.8,6.072222222,655.8,6.072222222,,,,,,,,,,,,,,,,,,,"Corbin Carroll","25878",682998
"Jackson Merrill","SDP",105,452,418,117,73,22,3,18,58,64,27,2,74,1,4,2,,11,3,0.280232,0.0592595,0.164693,0.359817,0.323229,0.481373,0.346593,0.804603,0.201142,5.44503,0.300319,0.0890445,0.328179,64.0408,11.8357,124.462,0.417223,3.19473,13.454223930835724,4.525744676589966,3.42635,27.280000686645508,,,,,,,583.8,5.56,583.8,5.56,,,,,,,,,,,,,,,,,,,"Jackson Merrill","29490",701538
"Ketel Marte","ARI",100,431,376,105,62,22,2,19,63,61,48,3,74,4,3,0,,5,1,0.278632,0.110922,0.172819,0.641838,0.362583,0.502027,0.373254,0.864611,0.223396,4.69402,0.299424,-0.590476,-0.382491,70.1388,20.413,137.148,-0.972968,-0.385614,17.88432466983795,-0.36832961440086365,3.30417,30.65999984741211,,,,,,,628.5,6.285,628.5,6.285,,,,,,,,,,,,,,,,,,,"Ketel Marte","13613",606466
"Cal Raleigh","SEA",103,411,361,82,42,16,1,23,52,61,44,2,111,3,3,0,,3,1,0.226412,0.106706,0.269408,0.396075,0.313415,0.46895,0.338212,0.782365,0.242538,3.40533,0.253815,-0.978731,-0.30505,55.4417,8.01263,125.531,-1.28378,2.27065,10.569655895233154,7.442873239517212,3.29507,85.55000305175781,,,,,,,510.4,4.955339805,510.4,4.955339805,,,,,,,,,,,,,,,,,,,"Cal Raleigh","21534",663728
"Elly De La Cruz","CIN",105,456,406,104,61,21,4,17,68,56,43,2,136,3,2,1,,38,9,0.254931,0.0941027,0.297534,0.316275,0.329468,0.452445,0.340075,0.781912,0.197513,8.11532,0.338689,2.93204,3.26795,62.1667,9.56258,109.896,6.2,-0.0684329,11.514208793640137,4.813511773943901,3.26647,4.300000190734863,,,,,,,604.9,5.76095238,604.9,5.76095238,,,,,,,,,,,,,,,,,,,"Elly De La Cruz","26668",682829
"Yordan Alvarez","HOU",86,371,316,93,52,18,1,22,54,61,46,6,61,5,3,0,,2,0,0.294176,0.125041,0.165374,0.75611,0.390337,0.565952,0.405984,0.956288,0.271776,3.11646,0.301252,-0.915784,-0.449085,70.0952,27.2536,168.428,-1.36487,-0.112865,27.332282066345215,-8.483234748244286,3.24448,17.149999618530273,,,,,,,626.3,7.282558139,626.3,7.282558139,,,,,,,,,,,,,,,,,,,"Yordan Alvarez","19556",670541
"Ronald Acuña Jr.","ATL",89,384,331,95,60,18,1,16,66,47,46,2,71,5,2,1,,23,7,0.287381,0.118458,0.184209,0.643064,0.380471,0.49464,0.381311,0.875111,0.207259,6.40312,0.32183,3.03127,0.810315,65.0314,20.6733,143.031,3.84158,-0.836252,23.327468156814575,-5.164029896259308,3.2114,37.599998474121094,,,,,,,586.4,6.588764044,586.4,6.588764044,,,,,,,,,,,,,,,,,,,"Ronald Acuna Jr.","18401",660670
"Matt Chapman","SFG",109,469,407,98,55,21,1,20,61,60,54,1,119,5,3,0,,8,2,0.240108,0.115538,0.252584,0.457422,0.334701,0.444263,0.341444,0.778964,0.204155,4.47429,0.287602,0.371718,-0.101261,64.5586,10.3631,119.273,0.270457,2.17411,10.933396011590958,3.8506484031677246,3.15343,125.16999816894531,,,,,,,583,5.348623853,583,5.348623853,,,,,,,,,,,,,,,,,,,"Matt Chapman","16505",656305
"William Contreras","MIL",108,433,378,102,67,19,1,15,56,58,50,3,88,3,2,0,,5,1,0.269421,0.114584,0.202479,0.565903,0.356103,0.446094,0.351292,0.802197,0.176674,3.82992,0.311826,-0.856462,-0.291966,62.9519,12.9547,123.581,-1.14843,0.444019,10.887391209602356,4.592166841030121,3.10053,24.790000915527344,,,,,,,560.7,5.191666666,560.7,5.191666666,,,,,,,,,,,,,,,,,,,"William Contreras","20503",661388
"Vladimir Guerrero Jr.","TOR",111,478,419,123,77,24,0,22,66,70,50,5,69,5,3,0,,3,1,0.293443,0.105152,0.145385,0.723267,0.372667,0.506681,0.378795,0.879348,0.213238,2.73385,0.305874,-1.99822,-0.952667,79.9159,24.7526,149.084,-2.95089,-1.47827,23.553992748260498,-9.76438570022583,3.08793,13.180000305175781,,,,,,,714.1,6.433333333,714.1,6.433333333,,,,,,,,,,,,,,,,,,,"Vladimir Guerrero Jr.","19611",665489
"Trea Turner","PHI",107,464,426,119,81,23,1,14,67,54,31,0,87,4,3,0,,18,4,0.279921,0.0663046,0.188001,0.352682,0.332633,0.43909,0.337881,0.771722,0.159169,5.84276,0.321328,1.83668,1.20339,62.4767,8.92474,114.307,3.04007,-1.61651,10.861533164978027,3.353397846221924,3.07506,24.110000610351562,,,,,,,572.4,5.34953271,572.4,5.34953271,,,,,,,,,,,,,,,,,,,"Trea Turner","16252",607208
"Austin Riley","ATL",111,478,430,115,68,23,2,23,66,69,38,1,119,7,3,0,,1,0,0.268744,0.0797593,0.248904,0.320442,0.335343,0.491465,0.357646,0.826808,0.222721,3.03947,0.317159,-0.78258,-0.745464,71.8731,16.7098,127.05,-1.52804,-1.79097,13.705049633979797,-0.08448898792266846,3.06132,29.6200008392334,,,,,,,645.2,5.812612612,645.2,5.812612612,,,,,,,,,,,,,,,,,,,"Austin Riley","18360",663586
"Corey Seager","TEX",82,353,313,89,52,17,1,19,49,53,35,5,60,3,2,0,,1,0,0.283038,0.099558,0.169373,0.587803,0.35815,0.522066,0.376103,0.880217,0.239029,2.58113,0.294304,-1.26681,-0.61199,58.3306,17.5443,145.858,-1.8788,-0.0677287,16.43026888370514,1.1248639672994614,3.04831,46.439998626708984,,,,,,,534.9,6.523170731,534.9,6.523170731,,,,,,,,,,,,,,,,,,,"Corey Seager","13624",608369
"Bryce Harper","PHI",108,469,399,111,65,25,1,20,67,66,63,7,98,3,3,1,,9,3,0.277278,0.134893,0.20938,0.644248,0.377303,0.495103,0.376176,0.872406,0.217826,3.8135,0.318429,-1.11286,-0.416877,77.4208,23.3052,140.167,-1.52974,0.997305,20.660537004470825,-7.4776946902275085,2.98457,22.260000228881836,,,,,,,695.5,6.439814814,695.5,6.439814814,,,,,,,,,,,,,,,,,,,"Bryce Harper","11579",547180
"Freddie Freeman","LAD",103,445,385,111,70,24,1,16,65,63,51,6,71,6,3,0,,6,2,0.289448,0.115246,0.158352,0.727785,0.378571,0.485978,0.373804,0.864549,0.19653,4.31106,0.315455,-0.250144,-0.440229,72.698,21.2961,140.857,-0.690374,0.740936,20.748963236808777,-7.2788166999816895,2.9335,26.920000076293945,,,,,,,639.1,6.204854368,639.1,6.204854368,,,,,,,,,,,,,,,,,,,"Freddie Freeman","5361",518692
"Adley Rutschman","BAL",104,417,364,94,61,18,1,14,52,50,48,2,66,2,3,0,,1,0,0.256946,0.114066,0.15786,0.722576,0.344201,0.424402,0.338239,0.768604,0.167456,2.63142,0.278032,-0.562106,-0.75136,56.2863,8.14228,121.797,-1.31347,0.801917,8.9591463804245,5.21765798330307,2.9177,61.56999969482422,,,,,,,503.8,4.844230769,503.8,4.844230769,,,,,,,,,,,,,,,,,,,"Adley Rutschman","26288",668939
"Zach Neto","LAA",103,443,398,99,59,21,1,18,58,54,29,1,102,12,3,2,,20,5,0.248806,0.064524,0.229537,0.281104,0.316922,0.439848,0.331122,0.75677,0.191041,5.69189,0.289815,1.17013,1.00728,57.3274,6.14499,112.392,2.17742,-0.399501,8.386280536651611,4.350498527288437,2.85909,197.19000244140625,,,,,,,539.2,5.234951456,539.2,5.234951456,,,,,,,,,,,,,,,,,,,"Zach Neto","31347",687263
"Will Smith","LAD",87,346,299,78,49,15,1,13,46,48,37,2,63,7,3,0,,2,1,0.259703,0.107226,0.181716,0.590073,0.350945,0.447393,0.349151,0.798339,0.18769,3.5411,0.285418,-0.994924,-0.535733,49.7592,9.77106,124.209,-1.53066,1.51808,8.351826190948486,7.6366002559661865,2.85493,107.08000183105469,,,,,,,442.2,5.08275862,442.2,5.08275862,,,,,,,,,,,,,,,,,,,"Will Smith","19197",669257
"Pete Crow-Armstrong","CHC",101,436,394,100,63,19,5,14,59,53,26,1,106,5,3,8,,28,5,0.252907,0.0596957,0.243687,0.244969,0.305534,0.428622,0.31916,0.734156,0.175715,7.98771,0.310303,1.85503,2.64498,52.175,1.89049,104.804,4.50002,4.20479,6.96608567237854,5.760344743728638,2.82285,127.38999938964844,,,,,,,513.4,5.083168316,513.4,5.083168316,,,,,,,,,,,,,,,,,,,"Pete Crow-Armstrong","27769",691718
"Steven Kwan","CLE",109,473,420,121,90,20,3,8,66,42,45,1,46,4,2,2,,13,3,0.288355,0.0952512,0.0975887,0.976047,0.360889,0.409155,0.341788,0.770044,0.1208,5.45225,0.306657,0.627941,0.36567,65.1636,10.569,122.917,0.993611,3.19832,13.240975260734558,-1.8683466911315918,2.81958,144.2899932861328,,,,,,,571.2,5.240366972,571.2,5.240366972,,,,,,,,,,,,,,,,,,,"Steven Kwan","24610",680757
"Manny Machado","SDP",107,462,420,112,70,21,1,20,60,67,38,3,86,1,3,0,,9,2,0.267023,0.0819832,0.187121,0.438129,0.327151,0.462712,0.341297,0.789863,0.195689,4.03326,0.291215,-0.545824,0.0133938,63.5003,10.1479,120.886,-0.532431,-0.48727,10.84315401315689,0.16936597228050232,2.73615,37.45000076293945,,,,,,,590.3,5.516822429,590.3,5.516822429,,,,,,,,,,,,,,,,,,,"Manny Machado","11493",592518
"Alex Bregman","BOS",108,465,410,108,67,23,1,17,62,62,46,1,63,6,3,0,,2,1,0.264122,0.0990233,0.135954,0.728357,0.344305,0.451085,0.348353,0.79539,0.186963,3.43407,0.273784,-1.63992,-0.774194,66.5406,12.829,120.507,-2.41412,0.696067,8.36805009841919,2.3576411604881287,2.72584,110.41000366210938,,,,,,,584,5.407407407,584,5.407407407,,,,,,,,,,,,,,,,,,,"Alex Bregman","17678",608324
"Dansby Swanson","CHC",109,469,424,102,65,19,2,16,61,58,39,1,117,3,3,1,,12,3,0.241088,0.084045,0.24873,0.337897,0.307529,0.406695,0.313871,0.714224,0.165607,5.1986,0.29323,1.0389,0.385977,54.2571,0.0615722,101.233,1.42488,3.48391,2.106793224811554,8.513537883758545,2.72052,170.38999938964844,,,,,,,504.5,4.628440366,504.5,4.628440366,,,,,,,,,,,,,,,,,,,"Dansby Swanson","18314",621020
"Wyatt Langford","TEX",101,436,386,103,63,20,3,17,60,56,42,2,86,4,3,0,,15,3,0.265566,0.0963599,0.197887,0.486945,0.341099,0.462505,0.349545,0.803604,0.196939,5.84564,0.299924,0.613728,0.70904,62.7082,12.4237,127.155,1.32277,1.43087,14.689316630363464,-3.0975223779678345,2.71312,41.31999969482422,,,,,,,583.8,5.780198019,583.8,5.780198019,,,,,,,,,,,,,,,,,,,"Wyatt Langford","33333",694671
"Riley Greene","DET",103,445,396,106,67,19,3,17,59,56,43,2,114,3,3,0,,4,1,0.26824,0.0974611,0.25585,0.38093,0.343656,0.462531,0.350944,0.806187,0.194291,4.61484,0.333331,-0.45802,-0.499686,64.5973,13.1954,129.312,-0.957707,1.52662,13.791418969631195,-3.1054794788360596,2.65244,109.87000274658203,,,,,,,572.4,5.557281553,572.4,5.557281553,,,,,,,,,,,,,,,,,,,"Riley Greene","25976",682985
"Jeremy Peña","HOU",110,474,436,116,82,21,2,12,60,50,26,1,84,8,3,2,,13,3,0.266126,0.0542269,0.178407,0.30395,0.316533,0.403557,0.316766,0.72009,0.137431,5.33845,0.303827,0.690495,0.380845,55.8326,1.15323,105.597,1.07134,0.157289,4.066938519477844,5.231825590133667,2.6065,156.9499969482422,,,,,,,517,4.7,517,4.7,,,,,,,,,,,,,,,,,,,"Jeremy Pena","21636",665161
"Michael Harris II","ATL",100,433,403,111,72,22,2,15,59,53,23,1,82,4,3,1,,15,4,0.275045,0.0531073,0.189017,0.280966,0.317784,0.448719,0.332493,0.766503,0.173674,5.86656,0.311065,1.29723,0.643861,56.5265,6.48146,110.064,1.9411,1.92322,7.082854986190796,3.471370220184326,2.58986,41.880001068115234,,,,,,,533.1,5.331,533.1,5.331,,,,,,,,,,,,,,,,,,,"Michael Harris II","25931",671739
"Anthony Volpe","NYY",111,478,431,103,65,23,3,12,60,50,38,0,110,5,3,1,,20,5,0.238004,0.0795393,0.22985,0.346049,0.305013,0.389871,0.306709,0.694884,0.151867,6.36607,0.289449,1.96362,1.1096,52.5021,-2.66114,96.9636,3.07322,2.00313,1.433607578277588,7.122578144073486,2.5438,142.30999755859375,,,,,,,495.4,4.463063063,495.4,4.463063063,,,,,,,,,,,,,,,,,,,"Anthony Volpe","27647",683011
"Oneil Cruz","PIT",99,426,377,95,55,19,2,18,58,56,43,3,122,3,3,0,,20,4,0.252502,0.0999301,0.2864,0.348918,0.32986,0.461081,0.342238,0.79094,0.208578,6.26581,0.320124,1.73398,1.67944,58.8378,9.67077,115.249,3.41342,-1.96681,11.067421197891235,-0.7223644256591797,2.54193,37.369998931884766,,,,,,,555.5,5.611111111,555.5,5.611111111,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Xander Bogaerts","SDP",107,462,417,110,77,21,1,11,55,49,38,1,83,4,4,0,,12,3,0.26377,0.0815099,0.178806,0.455857,0.328006,0.398138,0.320624,0.726144,0.134368,4.688,0.302785,0.52992,0.31611,55.8968,2.54441,106.926,0.846029,-0.660485,4.618118226528168,3.9359652996063232,2.48054,155.3699951171875,,,,,,,509.4,4.760747663,509.4,4.760747663,,,,,,,,,,,,,,,,,,,"Xander Bogaerts","12161",593428
"Isaac Paredes","HOU",99,430,369,89,56,17,1,16,52,55,49,1,70,9,3,0,,1,0,0.241853,0.113492,0.164053,0.691801,0.342872,0.421082,0.338747,0.763954,0.17923,2.48378,0.256983,-1.37186,-0.825465,58.1693,8.5633,121.077,-2.19732,-0.0295363,8.037405729293823,1.5050317011773586,2.4797,184.41000366210938,,,,,,,510.7,5.158585858,510.7,5.158585858,,,,,,,,,,,,,,,,,,,"Isaac Paredes","20036",670623
"Willy Adames","SFG",108,465,412,98,59,22,1,17,59,58,47,1,110,2,3,0,,9,3,0.238622,0.101603,0.237548,0.427714,0.317252,0.418118,0.322576,0.735371,0.179497,4.4629,0.282946,0.145947,-0.00474011,56.9163,3.27949,106.531,0.141207,-0.507511,3.7174282521009445,4.470266580581665,2.45093,91.93000030517578,,,,,,,521.8,4.831481481,521.8,4.831481481,,,,,,,,,,,,,,,,,,,"Willy Adames","15986",642715
"Jarren Duran","BOS",100,432,393,106,64,24,6,11,60,46,32,1,94,4,2,1,,22,4,0.269828,0.0731408,0.218382,0.334921,0.328514,0.448732,0.338247,0.777247,0.178904,7.74076,0.327161,1.9979,1.82464,58.2665,8.43101,113.389,3.82255,0.509614,10.354397773742676,-1.3746451139450073,2.42807,21.389999389648438,,,,,,,546.4,5.464,546.4,5.464,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Royce Lewis","MIN",90,391,353,91,53,18,1,19,51,57,33,1,89,2,3,0,,4,1,0.257838,0.0832214,0.227531,0.365758,0.3222,0.476702,0.345417,0.798903,0.218865,3.60586,0.290105,-0.385177,-0.476414,54.955,9.85856,124.906,-0.861591,-0.234525,10.133024513721466,0.04448691010475159,2.41049,163.9600067138672,,,,,,,502.9,5.587777777,502.9,5.587777777,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Pete Alonso","NYM",108,465,400,100,55,18,1,25,64,73,52,4,102,10,3,0,,2,1,0.249152,0.110919,0.219187,0.506047,0.346515,0.490103,0.361598,0.836618,0.240951,3.18747,0.269082,-1.57184,-0.659126,71.3454,17.7086,134.432,-2.23097,-0.348177,16.622366428375244,-8.851881116628647,2.40755,47.630001068115234,,,,,,,639.9,5.925,639.9,5.925,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Nico Hoerner","CHC",103,445,405,112,86,20,2,4,55,41,30,1,47,7,3,1,,22,5,0.275789,0.066434,0.106252,0.625246,0.333914,0.367169,0.312597,0.701083,0.0913792,5.90196,0.301271,1.91876,1.41849,51.0088,-0.393125,100.372,3.33725,3.14152,3.5324930250644684,4.766209244728088,2.39582,203.32000732421875,,,,,,,468,4.54368932,468,4.54368932,,,,,,,,,,,,,,,,,,,"Nico Hoerner","21479",663538
"Luis Robert Jr.","CHW",103,445,405,98,59,20,1,19,59,54,33,2,130,5,2,0,,24,6,0.24288,0.0738253,0.292421,0.252462,0.305974,0.433548,0.321772,0.739522,0.190668,5.60073,0.308229,1.59544,1.53213,54.2598,2.8579,107.067,3.12757,0.677046,6.683485507965088,1.1609967350959778,2.35701,87.75,,,,,,,528.9,5.134951456,528.9,5.134951456,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Gabriel Moreno","ARI",88,350,311,84,60,17,1,6,41,40,34,1,58,3,2,0,,3,1,0.271152,0.0969265,0.164437,0.589444,0.346391,0.391362,0.328266,0.737753,0.12021,3.56094,0.312863,-1.14472,-0.534536,44.5112,4.06017,106.767,-1.67925,3.4996,1.115333914756775,9.911941051483154,2.35292,184.36000061035156,,,,,,,384.7,4.371590909,384.7,4.371590909,,,,,,,,,,,,,,,,,,,"Gabriel Moreno","22664",672515
"Brent Rooker","ATH",100,431,383,98,53,18,1,26,59,65,39,2,124,6,3,0,,5,2,0.254847,0.0908744,0.287255,0.316355,0.330835,0.508315,0.361065,0.83915,0.253468,4.26599,0.304991,-0.438901,-0.369532,65.9604,16.2346,135.508,-0.808433,-0.34497,16.475499033927917,-8.278303414583206,2.34342,62.2400016784668,,,,,,,607,6.07,607,6.07,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Matt Olson","ATL",112,483,414,104,59,21,1,24,65,73,61,4,110,4,3,0,,0,0,0.251483,0.126897,0.227211,0.558501,0.351486,0.477301,0.359573,0.828787,0.225818,2.26199,0.283757,-1.18598,-0.849751,73.3542,17.6223,128.351,-2.03574,0.899732,14.094582080841064,-7.72063809633255,2.32483,33.970001220703125,,,,,,,655.6,5.853571428,655.6,5.853571428,,,,,,,,,,,,,,,,,,,"Matt Olson","14344",621566
"Bo Bichette","TOR",105,453,423,118,82,24,1,11,55,51,25,1,81,3,3,0,,8,3,0.278594,0.0545583,0.179782,0.30347,0.320731,0.420037,0.323994,0.740768,0.141442,4.25276,0.320016,0.0465839,-0.338674,56.0303,3.71048,110.49,-0.292091,-2.70126,5.080352693796158,2.1542932987213135,2.32113,113.95999908447266,,,,,,,507.3,4.831428571,507.3,4.831428571,,,,,,,,,,,,,,,,,,,"Bo Bichette","19612",666182
"Andrés Giménez","TOR",93,404,365,93,66,17,2,8,48,41,23,1,68,11,3,2,,20,4,0.254792,0.0571957,0.168818,0.338801,0.316231,0.376897,0.307372,0.693128,0.122106,6.33812,0.291886,1.58974,1.61025,44.5964,-2.03647,98.7839,3.19999,4.53084,2.644833981990814,6.008617639541626,2.29811,163.10000610351562,,,,,,,420.5,4.521505376,420.5,4.521505376,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
"CJ Abrams","WSN",99,430,390,98,62,20,3,13,58,47,26,1,85,9,3,2,,25,6,0.250745,0.0594845,0.198548,0.299597,0.309976,0.420162,0.319151,0.730139,0.169417,7.32015,0.2872,2.2054,1.85116,51.4678,1.8618,102.613,4.05657,-2.16998,5.379800081253052,2.2593445777893066,2.27368,49.619998931884766,,,,,,,491.8,4.967676767,491.8,4.967676767,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Cedric Mullins","BAL",97,419,372,90,58,17,2,13,55,49,38,1,84,4,3,2,,22,5,0.240933,0.0915373,0.199578,0.458655,0.316622,0.404117,0.317909,0.720739,0.163184,6.2918,0.274831,1.5062,1.67313,49.7395,1.40051,107.48,3.17934,-0.471794,6.718801975250244,1.0235761404037476,2.25454,211.2100067138672,,,,,,,468.7,4.831958762,468.7,4.831958762,,,,,,,,,,,,,,,,,,,"Cedric Mullins","17929",656775
"Tommy Edman","LAD",97,421,385,98,63,19,2,14,57,50,28,1,72,4,4,1,,16,3,0.254591,0.0662602,0.17136,0.386673,0.308913,0.420972,0.318618,0.729885,0.166382,6.18295,0.278974,1.48517,1.13477,50.2543,1.64595,103.59,2.61994,1.63911,4.401323080062866,3.177377462387085,2.23764,169.00999450683594,,,,,,,479.9,4.94742268,479.9,4.94742268,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"J.P. Crawford","SEA",99,429,367,88,61,17,1,9,51,40,53,0,83,5,2,2,,3,1,0.240813,0.12288,0.193736,0.634262,0.341259,0.36745,0.319585,0.708709,0.126637,3.50841,0.28589,-0.443996,-0.569756,51.4814,2.00508,112.413,-1.01375,-2.3525,4.9979259967803955,2.239168405532837,2.23612,442.010009765625,,,,,,,442.3,4.467676767,442.3,4.467676767,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Ozzie Albies","ATL",107,463,422,110,69,23,2,16,60,60,33,1,70,4,4,0,,10,2,0.260637,0.070191,0.151959,0.461907,0.317376,0.436411,0.32877,0.753787,0.175774,5.26048,0.277847,0.786496,0.196608,59.0083,5.55111,107.55,0.983104,-0.850816,5.103162229061127,0.8028881549835205,2.20834,69.22000122070312,,,,,,,546.9,5.111214953,546.9,5.111214953,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Mike Trout","LAA",74,320,275,69,36,11,2,20,46,47,38,3,85,4,2,0,,5,1,0.25041,0.119806,0.26404,0.453742,0.348427,0.519446,0.371846,0.867873,0.269037,5.10744,0.285177,-0.23426,-0.048214,51.781,14.8159,141.072,-0.282474,-0.0557263,14.579538434743881,-4.049244627356529,2.20334,111.9000015258789,,,,,,,475.4,6.424324324,475.4,6.424324324,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
