Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Paul Goldschmidt","NYY",101,438,393,101,65,20,0,16,55,55,40,2,105,2,3,0,,5,1,0.257444,0.0923443,0.240366,0.384182,0.328635,0.432607,0.333193,0.761242,0.175163,3.64272,0.310749,-0.334216,-0.240105,57.4131,6.79942,115.615,-0.574321,0.0882282,7.162381529808044,-7.846031166613102,1.44669,174.5399932861328,,,,,,,513.7,5.086138613,513.7,5.086138613,,,,,,,,,,,,,,,,,,,"Paul Goldschmidt","9218",502671
"Dalton Rushing","LAD",30,121,105,25,13,7,0,4,13,14,12,0,30,3,0,0,,0,0,0.234583,0.0989945,0.250694,0.394882,0.331647,0.423484,0.335175,0.755131,0.188901,1.95777,0.289461,0,-0.191814,15.9985,2.06255,114.771,-0.191814,6.11088,1.9095665514469147,7.925696134567261,1.43821,999,,,,,,,137.9,4.596666666,137.9,4.596666666,,,,,,,,,,,,,,,,,,,"Dalton Rushing","31382",687221
"Dylan Moore","SEA",66,286,245,53,30,11,2,9,38,29,31,1,79,7,2,1,,19,5,0.214434,0.108418,0.277634,0.390506,0.317214,0.390238,0.314786,0.707451,0.175804,7.21311,0.272389,0.952909,1.19035,33.2296,0.245397,109.033,2.14326,-0.655567,5.059725046157837,-0.7963082492351532,1.43238,360.739990234375,,,,,,,315.8,4.784848484,315.8,4.784848484,,,,,,,,,,,,,,,,,,,"Dylan Moore","18042",664238
"Kerry Carpenter","DET",75,324,297,79,46,14,2,16,42,48,21,1,75,4,2,0,,2,1,0.265327,0.0639709,0.230712,0.277276,0.320827,0.489126,0.349056,0.809953,0.223799,3.82271,0.300826,-0.925312,-0.685653,46.5566,9.12257,127.983,-1.61096,-0.130825,8.643136858940125,-5.8172448724508286,1.41636,191.8800048828125,,,,,,,423.8,5.650666666,423.8,5.650666666,,,,,,,,,,,,,,,,,,,"Kerry Carpenter","25961",681481
"Patrick Bailey","SFG",92,363,328,74,51,16,1,7,36,37,29,0,89,2,3,1,,2,0,0.226887,0.0789489,0.246558,0.320204,0.289918,0.344724,0.282627,0.634642,0.117837,3.54774,0.287839,-0.47762,-0.362609,32.9128,-8.97494,79.5536,-0.840229,4.00881,-9.583431661128998,11.095232009887695,1.40643,307.2900085449219,,,,,,,301.1,3.272826086,301.1,3.272826086,,,,,,,,,,,,,,,,,,,"Patrick Bailey","27478",672275
"Bryan Reynolds","PIT",104,450,401,105,69,19,2,15,54,54,39,2,101,6,3,0,,7,2,0.261645,0.0877335,0.225477,0.389102,0.334605,0.429245,0.334544,0.76385,0.1676,4.51778,0.313439,-0.0860871,-0.322264,59.4249,7.4643,110.054,-0.408351,-0.634541,4.9245917201042175,-6.355527997016907,1.40087,98.11000061035156,,,,,,,537.2,5.165384615,537.2,5.165384615,,,,,,,,,,,,,,,,,,,"Bryan Reynolds","19326",668804
"Tyler O'Neill","BAL",75,325,286,68,39,12,1,16,43,44,33,2,98,4,2,0,,4,1,0.236922,0.100082,0.300435,0.333124,0.321245,0.454061,0.336693,0.775306,0.217139,4.20839,0.295281,-0.25512,-0.204048,43.4817,5.9479,120.709,-0.459168,-1.17693,7.149568438529968,-4.589893102645874,1.39167,200.11000061035156,,,,,,,401.5,5.353333333,401.5,5.353333333,,,,,,,,,,,,,,,,,,,"Tyler O'Neill","15711",641933
"Salvador Perez","KCR",98,399,369,95,60,18,1,16,42,58,21,3,84,6,3,0,,0,0,0.256281,0.0534989,0.210336,0.25435,0.305367,0.437288,0.32077,0.742655,0.181007,1.49689,0.28909,-1.64724,-0.652938,48.3633,2.24572,102.407,-2.30017,0.00491336,-1.2133769989013672,1.272505913861096,1.38909,74.0199966430664,,,,,,,452.3,4.615306122,452.3,4.615306122,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"Francisco Alvarez","NYM",71,280,249,58,36,10,1,12,33,38,26,1,70,3,2,0,,1,0,0.233721,0.0933938,0.248757,0.375441,0.311572,0.419574,0.320797,0.731146,0.185853,2.9983,0.275235,-0.776458,-0.470653,33.8556,1.5778,106.879,-1.24711,-1.94834,1.0195859670639038,3.0812859535217285,1.38901,244.35000610351562,,,,,,,312.2,4.397183098,312.2,4.397183098,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Brandon Marsh","PHI",76,327,287,69,44,13,2,9,40,37,35,1,100,2,2,1,,10,2,0.240585,0.105944,0.307124,0.344956,0.324279,0.401117,0.320441,0.725396,0.160532,5.90939,0.332016,0.666077,0.443866,39.5216,1.75336,102.529,1.10994,0.426057,2.0851961970329285,0.4086189568042755,1.38567,309.3299865722656,,,,,,,357.5,4.703947368,357.5,4.703947368,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Trevor Story","BOS",91,393,357,85,55,18,1,11,46,45,30,2,115,4,2,0,,16,4,0.237477,0.0762246,0.291714,0.261299,0.302372,0.388952,0.303811,0.691324,0.151475,5.61328,0.314631,0.907973,1.02647,42.3081,-3.09759,89.1379,1.93444,-0.93519,-2.8934972286224365,3.107402205467224,1.38383,253.11000061035156,,,,,,,401.5,4.412087912,401.5,4.412087912,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Luis Arraez","SDP",106,457,424,129,102,21,2,4,55,44,25,3,22,4,3,1,,5,2,0.305709,0.0552397,0.0485662,1.13741,0.347755,0.396923,0.327238,0.744678,0.0912141,4.07368,0.312667,-0.499884,-0.751791,57.7021,4.92336,111.392,-1.25168,1.49782,4.886157035827637,-6.772238850593567,1.37795,185.14999389648438,,,,,,,499.2,4.709433962,499.2,4.709433962,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Evan Carter","TEX",64,276,241,58,36,12,2,8,35,30,30,1,69,3,2,0,,8,2,0.241564,0.107957,0.250158,0.431558,0.330264,0.410132,0.326483,0.740396,0.168568,6.17316,0.303063,0.18443,0.235568,34.6519,2.80501,110.913,0.419998,-0.286231,3.8221461474895477,0.21500399708747864,1.37475,306.04998779296875,,,,,,,313.8,4.903125,313.8,4.903125,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Jonathan Aranda","TBR",76,327,286,74,46,15,1,13,42,41,33,1,79,5,2,0,,0,0,0.258047,0.101414,0.24246,0.41827,0.343921,0.447902,0.347103,0.791824,0.189855,2.47379,0.311303,-0.533874,-0.61573,46.4636,8.69534,129.464,-1.1496,0.118338,9.743708729743958,-7.432434007525444,1.37287,318.1600036621094,,,,,,,413.8,5.444736842,413.8,5.444736842,,,,,,,,,,,,,,,,,,,"Jonathan Aranda","21837",666018
"Bo Naylor","CLE",78,306,269,57,32,12,1,11,34,35,33,1,82,2,2,1,,5,2,0.209942,0.106171,0.266711,0.398075,0.297209,0.385143,0.301713,0.682352,0.175201,4.24993,0.254967,-0.142974,-0.197391,32.4331,-2.92343,94.6937,-0.340365,-0.94232,-2.1768811643123627,5.039162039756775,1.35784,278.79998779296875,,,,,,,303,3.884615384,303,3.884615384,,,,,,,,,,,,,,,,,,,"Bo Naylor","21865",666310
"Chandler Simpson","TBR",80,347,318,88,72,13,2,1,43,25,21,1,42,1,2,4,,32,6,0.276753,0.061175,0.120407,0.508069,0.321915,0.337806,0.294383,0.65972,0.0610532,7.10598,0.313421,2.76346,3.24131,34.6913,-5.33171,92.3363,6.00476,-0.487603,3.0022473335266113,-1.6908438801765442,1.33653,999,,,,,,,343.3,4.29125,343.3,4.29125,,,,,,,,,,,,,,,,,,,"Chandler Simpson","31912",802415
"Michael Busch","CHC",92,397,348,85,51,18,2,15,50,52,41,1,106,5,3,0,,2,1,0.244583,0.104001,0.266089,0.390848,0.330969,0.432391,0.335438,0.76336,0.187808,3.85572,0.305823,-0.676042,-0.550631,52.6783,6.86354,115.796,-1.22667,0.320514,6.161278009414673,-6.454794853925705,1.33584,252.30999755859375,,,,,,,471.6,5.126086956,471.6,5.126086956,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Jeff McNeil","NYM",92,397,358,94,66,19,1,8,45,40,28,1,50,7,3,1,,4,1,0.261832,0.0700239,0.125494,0.557987,0.325323,0.386622,0.315211,0.711945,0.12479,4.12194,0.284066,-0.933874,-0.287817,46.29,0.475211,103.107,-1.22169,-1.18282,0.23133480548858643,-0.5260255336761475,1.33572,446.95001220703125,,,,,,,414.2,4.502173913,414.2,4.502173913,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Tyler Stephenson","CIN",72,290,258,66,42,13,1,10,35,37,27,1,69,4,2,0,,1,0,0.256082,0.0932044,0.236314,0.394409,0.332931,0.426089,0.333744,0.75902,0.170007,2.70367,0.310346,-0.884604,-0.465199,38.1552,4.63093,105.62,-1.3498,-0.301585,0.5736685991287231,2.6275815665721893,1.33265,185.97000122070312,,,,,,,343.9,4.776388888,343.9,4.776388888,,,,,,,,,,,,,,,,,,,"Tyler Stephenson","17988",663886
"Danny Jansen","TBR",58,228,197,43,25,9,0,9,26,27,25,0,46,4,2,0,,0,0,0.219071,0.110295,0.201093,0.548479,0.315844,0.402145,0.318591,0.717989,0.183075,2.22973,0.238127,-0.444128,-0.366614,27.1699,0.885136,109.385,-0.810742,-0.896299,1.6040682196617126,3.550460398197174,1.32414,304.8299865722656,,,,,,,241.5,4.163793103,241.5,4.163793103,,,,,,,,,,,,,,,,,,,"Danny Jansen","16535",643376
"Matt Wallner","MIN",59,254,218,52,27,12,2,12,31,33,27,1,85,7,1,0,,2,0,0.238001,0.105407,0.33411,0.315487,0.338394,0.464086,0.350337,0.80248,0.226084,4.43291,0.327529,-0.216027,-0.25377,36.715,7.4023,128.371,-0.469797,-0.680723,7.6709363758563995,-3.4010936617851257,1.32295,264.8399963378906,,,,,,,338,5.728813559,338,5.728813559,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Willson Contreras","STL",100,431,372,91,57,18,0,16,53,51,43,1,106,13,2,1,,5,2,0.244394,0.0991337,0.244999,0.40463,0.34073,0.421765,0.337566,0.762495,0.17737,3.52372,0.297151,-1.0915,-0.552086,57.9048,8.17908,116.154,-1.64359,0.125456,6.55683445930481,-8.153556510806084,1.31698,72.54000091552734,,,,,,,512.1,5.121,512.1,5.121,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Matt Shaw","CHC",81,348,311,76,53,13,1,9,42,38,31,0,73,4,2,0,,12,3,0.244917,0.0891255,0.209093,0.426249,0.318579,0.385098,0.312497,0.703676,0.140181,5.5861,0.288911,-0.0517276,0.542437,39.8922,-0.335401,100.305,0.490709,-0.816131,0.6157681345939636,0.4283132553100586,1.30828,999,,,,,,,362,4.469135802,362,4.469135802,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Jonathan India","KCR",98,422,360,89,59,19,1,9,53,40,47,0,78,11,3,1,,8,3,0.2465,0.112164,0.18499,0.606324,0.348363,0.382691,0.328728,0.731054,0.136191,4.63938,0.288734,-0.251045,-0.380548,53.7741,5.04606,108.012,-0.631593,-1.16738,3.189950406551361,-4.8673765659332275,1.28682,232.60000610351562,,,,,,,464.6,4.740816326,464.6,4.740816326,,,,,,,,,,,,,,,,,,,"Jonathan India","21523",663697
"TJ Friedl","CIN",93,403,356,88,60,15,3,10,49,43,32,0,65,8,3,3,,14,3,0.246577,0.0801991,0.162295,0.494155,0.321007,0.388325,0.314847,0.709332,0.141748,6.03146,0.27421,1.03543,0.678407,46.8788,0.36562,92.8589,1.71384,-0.7483,-1.676997423171997,0.6905890703201294,1.28463,247.4199981689453,,,,,,,429.6,4.619354838,429.6,4.619354838,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Josh Naylor","ARI",97,421,376,101,65,22,0,15,52,63,38,4,62,4,3,0,,7,2,0.268477,0.0899302,0.148138,0.607072,0.338819,0.444101,0.339968,0.78292,0.175624,3.58325,0.285611,-1.00789,-0.248408,57.4086,8.80027,114.67,-1.2563,0.265975,6.0231733322143555,-7.667357951402664,1.27872,100.47000122070312,,,,,,,528.1,5.444329896,528.1,5.444329896,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Nick Gonzales","PIT",66,286,259,69,44,16,2,7,33,33,19,1,64,4,2,1,,3,1,0.264872,0.0675378,0.224655,0.300628,0.323468,0.420217,0.32552,0.743685,0.155344,4.8594,0.325177,-0.182657,-0.386053,35.649,2.68471,103.96,-0.56871,0.808622,0.7638540267944336,1.8975107073783875,1.25982,408.55999755859375,,,,,,,322.9,4.892424242,322.9,4.892424242,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Ke'Bryan Hayes","PIT",96,416,383,97,70,17,2,8,43,39,27,1,79,3,3,0,,11,3,0.252447,0.0653346,0.189662,0.344479,0.305268,0.367991,0.297879,0.673258,0.115543,5.0807,0.29792,0.211027,0.150073,42.8066,-5.243,85.2933,0.3611,3.61313,-6.852831423282623,5.099552273750305,1.25072,362.1099853515625,,,,,,,398.6,4.152083333,398.6,4.152083333,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Ryan O'Hearn","BAL",76,330,299,80,53,14,1,12,42,45,26,1,57,2,2,0,,3,1,0.269518,0.0802094,0.172118,0.466014,0.331834,0.449622,0.340475,0.781456,0.180104,3.77287,0.294108,-0.738626,-0.418216,45.1338,7.03136,123.372,-1.15684,-0.14974,7.560518145561218,-6.817332059144974,1.21986,359.2900085449219,,,,,,,395,5.197368421,395,5.197368421,,,,,,,,,,,,,,,,,,,"Ryan O'Hearn","16442",656811
"Heliot Ramos","SFG",96,416,379,96,61,18,2,15,51,49,31,1,107,4,3,0,,6,2,0.253533,0.0744613,0.257795,0.288839,0.314488,0.430274,0.325363,0.744763,0.176742,4.59762,0.312676,-0.550085,-0.260045,51.9106,3.86101,108.413,-0.810129,-0.285813,3.3167088627815247,-5.367294251918793,1.2198,200.07000732421875,,,,,,,474,4.9375,474,4.9375,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Jorge Soler","LAA",96,414,362,85,47,17,0,21,53,54,44,1,107,5,3,0,,1,0,0.235039,0.106216,0.258862,0.41032,0.323886,0.454619,0.33986,0.778505,0.21958,2.3008,0.272309,-1.58316,-0.62563,56.383,8.61275,118.546,-2.20879,-0.309236,6.463573932647705,-8.612939059734344,1.20903,205.88999938964844,,,,,,,509.6,5.308333333,509.6,5.308333333,,,,,,,,,,,,,,,,,,,"Jorge Soler","14221",624585
"Vinnie Pasquantino","KCR",100,432,386,100,60,22,2,17,51,62,38,2,59,4,4,1,,1,0,0.258057,0.0874136,0.137255,0.636868,0.326932,0.451536,0.337717,0.778468,0.193479,2.79912,0.264605,-1.35586,-0.613524,58.0845,8.24896,114.342,-1.96939,0.339984,5.027227759361267,-7.916497379541397,1.19403,119.11000061035156,,,,,,,536.9,5.369,536.9,5.369,,,,,,,,,,,,,,,,,,,"Vinnie Pasquantino","27676",686469
"Trey Sweeney","DET",74,319,287,65,43,13,2,8,36,32,27,1,82,3,2,0,,7,2,0.226765,0.0843241,0.255627,0.329872,0.297219,0.365753,0.294061,0.662972,0.138988,5.4674,0.287183,-0.0810333,0.179231,31.8811,-4.99417,89.2525,0.0981977,1.14838,-3.78133063018322,4.536037921905518,1.18426,499.0199890136719,,,,,,,299,4.04054054,299,4.04054054,,,,,,,,,,,,,,,,,,,"Trey Sweeney","29575",700242
"Victor Scott II","STL",85,368,334,79,56,14,3,6,43,31,25,0,78,4,3,2,,24,4,0.235684,0.0679972,0.212601,0.319835,0.294285,0.348144,0.285761,0.642429,0.112459,7.31341,0.287842,2.00834,2.4637,34.2819,-8.18055,81.1703,4.47204,1.46719,-3.690291404724121,2.780773162841797,1.17181,321.8500061035156,,,,,,,343.9,4.045882352,343.9,4.045882352,,,,,,,,,,,,,,,,,,,"Victor Scott II","31349",687363
"Parker Meadows","DET",54,232,208,50,32,10,3,7,30,23,21,1,54,2,2,1,,9,2,0.241982,0.0894206,0.231114,0.386912,0.313347,0.408252,0.316662,0.721599,0.16627,6.85579,0.292908,0.70008,0.45843,27.3647,0.546347,105.169,1.15851,0.27986,2.5155093669891357,0.9712181687355042,1.16673,287.75,,,,,,,264.4,4.896296296,264.4,4.896296296,,,,,,,,,,,,,,,,,,,"Parker Meadows","23800",678009
"Gabriel Arias","CLE",76,330,303,72,46,15,2,9,37,33,21,0,96,3,2,1,,7,2,0.237331,0.065037,0.290061,0.224219,0.292707,0.386252,0.298757,0.678959,0.14892,5.45159,0.315559,-0.103909,0.0490159,34.1755,-3.92693,92.612,-0.0548926,0.156874,-2.8104990236461163,2.9540961384773254,1.15752,654.6400146484375,,,,,,,319.4,4.202631578,319.4,4.202631578,,,,,,,,,,,,,,,,,,,"Gabriel Arias","22563",672356
"Jordan Lawlar","ARI",59,256,230,58,39,12,1,6,33,28,21,1,63,3,1,1,,12,2,0.252887,0.0820166,0.246183,0.333153,0.322176,0.393207,0.315976,0.715384,0.14032,6.56306,0.321415,0.454144,1.07655,30.0752,0.463188,98.4675,1.5307,1.21531,1.0674231946468353,1.474568635225296,1.14743,403.510009765625,,,,,,,280.9,4.761016949,280.9,4.761016949,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Joey Bart","PIT",66,262,232,56,38,10,1,8,28,31,23,0,72,5,2,0,,1,0,0.242905,0.0875749,0.273419,0.320295,0.323158,0.389876,0.317629,0.713033,0.14697,2.96706,0.315591,-0.55059,-0.415786,31.0521,0.817551,98.6307,-0.966376,-0.946539,-1.3890051543712616,3.737411618232727,1.14587,258.5799865722656,,,,,,,277.4,4.203030303,277.4,4.203030303,,,,,,,,,,,,,,,,,,,"Joey Bart","21524",663698
"Spencer Horwitz","PIT",77,334,289,77,50,18,1,8,39,37,38,1,62,4,2,0,,2,1,0.266246,0.115159,0.186587,0.617188,0.358509,0.414419,0.34274,0.772928,0.148173,3.02053,0.312952,-1.12946,-0.621348,46.2676,7.71612,115.588,-1.75081,1.51253,4.38398289680481,-4.5195698738098145,1.13564,382.5899963378906,,,,,,,402.3,5.224675324,402.3,5.224675324,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Kyle Manzardo","CLE",89,384,336,79,44,18,1,16,46,50,42,1,90,3,3,0,,1,1,0.23619,0.109992,0.23339,0.471281,0.32513,0.442243,0.335102,0.767373,0.206053,2.89885,0.270681,-0.617174,-0.684286,50.9007,6.54264,118.208,-1.30146,0.0507859,6.604809641838074,-8.675139527767897,1.11492,355.8800048828125,,,,,,,448.8,5.042696629,448.8,5.042696629,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Adolis García","TEX",99,426,386,90,54,18,1,18,53,59,32,1,115,5,3,0,,8,3,0.234504,0.0758809,0.268898,0.282192,0.299307,0.423198,0.31539,0.722505,0.188694,4.54576,0.283742,0.0169152,-0.0240594,49.7375,0.570442,103.101,-0.00714422,-0.0506545,1.4851928926073015,-4.959296308457851,1.11318,151.52000427246094,,,,,,,462.9,4.675757575,462.9,4.675757575,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Luis Rengifo","LAA",86,369,340,86,61,14,2,8,43,37,23,0,60,4,2,1,,13,4,0.252178,0.0619828,0.161408,0.384013,0.304565,0.379297,0.302236,0.683862,0.127118,5.61431,0.28187,0.284365,0.28867,39.2791,-3.37287,92.0491,0.573036,0.104033,-2.74660462141037,1.141995519399643,1.11218,177.5500030517578,,,,,,,363.3,4.224418604,363.3,4.224418604,,,,,,,,,,,,,,,,,,,"Luis Rengifo","19858",650859
"Jacob Young","WSN",85,366,328,81,63,14,2,2,43,25,25,0,67,6,2,5,,22,5,0.247272,0.06692,0.181864,0.367968,0.309945,0.318535,0.283988,0.628481,0.0712631,6.66614,0.303017,1.59233,1.84685,33.616,-8.66185,78.8673,3.43919,2.75584,-5.68166184425354,4.06370735168457,1.09265,294.55999755859375,,,,,,,317.2,3.731764705,317.2,3.731764705,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Jasson Domínguez","NYY",88,379,338,82,53,15,2,11,50,44,37,1,99,2,2,0,,15,3,0.240961,0.0971456,0.260908,0.372337,0.317024,0.395797,0.314923,0.712821,0.154836,6.05693,0.305288,0.453871,1.20703,44.1566,0.367196,102.748,1.6609,-0.633284,2.839007258415222,-4.978654444217682,1.09066,141.52000427246094,,,,,,,416.6,4.734090909,416.6,4.734090909,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Ryan McMahon","COL",99,430,377,89,56,18,1,14,48,47,47,2,125,2,3,0,,4,2,0.235285,0.109925,0.290157,0.378848,0.322085,0.397173,0.318049,0.719258,0.161888,3.46409,0.310388,-0.591681,-0.829445,51.0911,1.48503,88.3818,-1.42113,2.02725,-7.304666519165039,3.561815857887268,1.09027,272.17999267578125,,,,,,,459.9,4.645454545,459.9,4.645454545,,,,,,,,,,,,,,,,,,,"Ryan McMahon","15112",641857
"Lane Thomas","CLE",72,310,280,67,42,14,1,9,38,35,24,0,80,4,2,0,,13,4,0.239209,0.0773021,0.258019,0.299598,0.30628,0.395442,0.309496,0.701721,0.156233,5.85344,0.300303,0.558553,0.313227,34.7877,-1.03995,100.175,0.871779,-1.57613,0.9332254305481911,-0.8196443915367126,1.08618,170.22999572753906,,,,,,,323.6,4.494444444,323.6,4.494444444,,,,,,,,,,,,,,,,,,,"Lane Thomas","16939",657041
"Brooks Lee","MIN",81,352,323,81,55,17,1,8,36,41,25,1,55,1,2,0,,4,1,0.249905,0.0697574,0.157333,0.443375,0.302814,0.384293,0.301533,0.687106,0.134387,3.88147,0.27723,-0.508897,-0.266194,37.1807,-3.40608,94.0005,-0.775091,-0.301971,-3.158722460269928,1.8952512741088867,1.08572,420.2699890136719,,,,,,,343.6,4.241975308,343.6,4.241975308,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Nathaniel Lowe","WSN",102,439,385,99,70,17,1,12,49,53,49,1,100,3,3,0,,2,0,0.258077,0.111005,0.227673,0.487561,0.344104,0.401056,0.331113,0.745161,0.142979,2.70984,0.31678,-1.66512,-0.774362,56.8213,6.08786,110.691,-2.43948,0.617988,3.097574472427368,-7.2292338609695435,1.08347,262.8599853515625,,,,,,,497,4.872549019,497,4.872549019,,,,,,,,,,,,,,,,,,,"Nathaniel Lowe","19566",663993
"Joey Ortiz","MIL",95,411,368,87,58,19,3,8,46,42,34,0,80,4,3,2,,9,3,0.235895,0.0824548,0.19457,0.42378,0.304299,0.364978,0.297472,0.669277,0.129083,5.35889,0.278392,0.100739,-0.0368509,42.1757,-5.31518,87.2363,0.0638879,-1.41889,-6.124144680798054,2.9193776845932007,1.08314,265.2799987792969,,,,,,,389.3,4.097894736,389.3,4.097894736,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Caleb Durbin","MIL",74,319,283,69,47,15,1,5,37,33,24,1,38,8,3,2,,15,3,0.24348,0.0764036,0.119581,0.63893,0.317596,0.362804,0.303585,0.6804,0.119324,5.99471,0.262282,0.850472,1.25513,34.3022,-2.57307,91.3644,2.1056,-0.236241,-1.145212173461914,0.9736356437206268,1.08191,392.44000244140625,,,,,,,315.7,4.266216216,315.7,4.266216216,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Dillon Dingler","DET",56,222,205,49,31,10,1,7,22,27,12,0,64,3,1,0,,1,0,0.237644,0.0553473,0.285893,0.193594,0.289519,0.392394,0.299535,0.681912,0.15475,3.8679,0.309279,-0.294843,-0.296389,23.1757,-2.50928,93.1079,-0.591232,1.54017,-2.324121415615082,5.2389363050460815,1.07328,577.3599853515625,,,,,,,216.8,3.871428571,216.8,3.871428571,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Tyler Soderstrom","ATH",93,401,362,88,51,17,1,19,48,52,32,1,98,4,3,0,,1,1,0.243099,0.08007,0.245209,0.326538,0.308778,0.45179,0.330059,0.760568,0.208691,2.86746,0.278878,-0.8069,-0.647809,51.4946,5.21695,113.672,-1.45471,-0.373432,4.73880660533905,-7.857382446527481,1.0635,269.05999755859375,,,,,,,471.5,5.069892473,471.5,5.069892473,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Alek Thomas","ARI",75,324,298,75,50,16,3,7,39,36,20,1,61,3,2,1,,8,2,0.251805,0.0621447,0.189393,0.328126,0.303477,0.391636,0.305093,0.695113,0.139831,6.17331,0.294817,0.391369,0.131443,35.2112,-2.22279,91.1187,0.522812,1.1851,-2.871163487434387,2.3431217670440674,1.06151,558.010009765625,,,,,,,329.9,4.398666666,329.9,4.398666666,,,,,,,,,,,,,,,,,,,"Alek Thomas","23792",677950
"Keibert Ruiz","WSN",88,348,324,80,56,15,0,9,34,41,18,0,39,4,2,0,,2,1,0.248406,0.0519415,0.112315,0.462463,0.294452,0.379114,0.296816,0.673566,0.130708,2.59133,0.257092,-1.18423,-0.450913,35.5192,-4.681,87.5302,-1.63515,-1.55034,-6.75258994102478,5.250584602355957,1.04275,209.4499969482422,,,,,,,319.1,3.626136363,319.1,3.626136363,,,,,,,,,,,,,,,,,,,"Keibert Ruiz","19610",660688
"Connor Norby","MIA",92,399,363,88,56,19,1,12,49,43,30,0,113,4,3,0,,7,2,0.241646,0.0750994,0.282678,0.265671,0.304056,0.400649,0.31016,0.704705,0.159003,4.69256,0.314013,-0.2772,-0.240739,44.9378,-1.12633,93.5515,-0.517939,-1.07846,-3.5503625869750977,0.34654319286346436,1.04069,282.1600036621094,,,,,,,413.1,4.490217391,413.1,4.490217391,,,,,,,,,,,,,,,,,,,"Connor Norby","29592",681393
"Yoán Moncada","LAA",88,379,339,81,53,17,1,10,41,40,35,1,105,3,2,0,,2,1,0.239893,0.0929543,0.276796,0.335822,0.314535,0.384461,0.309978,0.698996,0.144568,3.79445,0.316585,-0.456173,-0.441211,42.6638,-1.12559,97.5016,-0.897384,-0.746228,-1.9683268666267395,-0.6582653522491455,1.04003,529.9299926757812,,,,,,,378.6,4.302272727,378.6,4.302272727,,,,,,,,,,,,,,,,,,,"Yoan Moncada","17232",660162
"Jesús Sánchez","MIA",89,384,345,85,52,17,2,13,44,46,34,1,98,3,2,1,,8,2,0.245383,0.0877467,0.254449,0.34485,0.315816,0.421387,0.322817,0.737203,0.176004,4.8378,0.301711,-0.520058,0.224762,47.1442,2.7861,102.099,-0.295296,-1.1667,0.655307799577713,-3.453732490539551,1.03196,271.2699890136719,,,,,,,434.5,4.882022471,434.5,4.882022471,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Jake Rogers","DET",58,230,208,44,27,9,1,8,26,26,18,0,67,2,1,1,,1,0,0.213578,0.0775363,0.292438,0.265137,0.28099,0.380512,0.291478,0.661502,0.166934,3.73513,0.271806,-0.157603,-0.264785,22.4924,-4.07056,87.4334,-0.422388,1.41698,-3.690016508102417,5.910812139511108,1.02745,475.260009765625,,,,,,,207.3,3.574137931,207.3,3.574137931,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
