Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",8,4,11,2.8896,17,17,0,0,,102,406,82,36,33,10,21,,4,118,10.3726,1.88392,5.50587,0.846909,0.29114,0.0528781,0.23826152458786964,0.216425,1.01307,0.28764,0.753504,,,2.72358,2.96852,2.65524,13.8100004196167,,,,,,,579.6000000000001,5.682352941176472,541,5.303921568627451,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",7,4,10,2.93104,16,16,0,0,,94,378,75,33,31,8,25,,4,110,10.5483,2.39362,4.40683,0.787719,0.292401,0.0663517,0.2260490506887436,0.214586,1.06101,0.289319,0.75337,,,2.77417,2.65701,2.71781,10.890000343322754,,,,,,,535.2,5.693617021276596,499,5.308510638297872,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Zack Wheeler","PHI",7,4,10,3.2935,17,17,0,0,,106,428,88,42,39,12,27,,4,117,9.87181,2.25284,4.38193,1.01241,0.272358,0.0621548,0.21020324155688286,0.221015,1.07595,0.28229,0.738389,,,3.21428,2.54015,2.42705,21.649999618530273,,,,,,,549,5.179245283018868,515,4.8584905660377355,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Logan Webb","SFG",7,5,10,3.35103,17,17,0,0,,107,442,102,43,40,8,25,,3,95,7.96584,2.12274,3.75261,0.647381,0.214782,0.0572353,0.15754669532179832,0.245719,1.18384,0.301986,0.719323,,,3.02431,2.36107,2.25209,98.33999633789062,,,,,,,534.2,4.992523364485982,537,5.018691588785047,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",6,4,9,3.22364,16,16,0,0,,85,342,67,33,30,9,26,,3,107,11.3501,2.78634,4.07349,0.934478,0.311792,0.0765418,0.23525011539459229,0.213329,1.09926,0.293509,0.744243,,,2.92758,2.23699,2.10147,23.670000076293945,,,,,,,471.09999999999997,5.54235294117647,435,5.117647058823529,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Spencer Strider","ATL",7,4,9,3.46327,15,15,0,0,,90,364,70,37,34,10,31,,3,119,11.981,3.06709,3.90631,1.03154,0.327598,0.083864,0.24373441189527512,0.210743,1.1178,0.295557,0.730704,,,3.0279,2.23557,1.93349,101.01000213623047,,,,,,,497,5.522222222222222,456,5.066666666666666,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Yoshinobu Yamamoto","LAD",7,4,9,3.31778,15,15,0,0,,88,358,74,35,33,8,23,,2,95,9.70497,2.37843,4.08041,0.859195,0.266717,0.0653654,0.2013520896434784,0.224149,1.10499,0.289203,0.725074,,,3.0318,2.18131,1.90285,59.349998474121094,,,,,,,475.4000000000001,5.402272727272728,451,5.125,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Max Fried","NYY",8,4,10,3.374,16,16,0,0,,100,411,89,41,37,9,29,,4,93,8.4,2.58566,3.24868,0.857761,0.226197,0.0696272,0.15656936168670654,0.234206,1.17727,0.286746,0.737451,,,3.42172,2.03184,1.99357,96.06999969482422,,,,,,,484.9,4.849,470,4.7,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Jacob deGrom","TEX",5,3,8,3.24217,14,14,0,0,,79,313,64,31,28,10,17,,3,93,10.6474,1.98009,5.37723,1.11695,0.297976,0.0554144,0.2425617314875126,0.217629,1.02855,0.284225,0.745181,,,3.08309,1.98488,1.72875,49.810001373291016,,,,,,,421.20000000000005,5.331645569620254,391,4.949367088607595,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Logan Gilbert","SEA",6,4,10,3.31452,16,16,0,0,,99,394,80,40,37,12,22,,3,107,9.73501,1.95285,4.98503,1.12862,0.272549,0.0546735,0.21787527576088905,0.217471,1.02695,0.271932,0.736031,,,3.27023,1.97147,1.74261,26.360000610351562,,,,,,,516,5.212121212121212,478,4.828282828282828,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"George Kirby","SEA",7,5,9,3.53103,16,16,0,0,,98,395,91,42,39,12,15,,3,91,8.32468,1.35711,6.13413,1.11849,0.229908,0.0374802,0.19242825359106064,0.24156,1.07761,0.2879,0.720607,,,3.39541,1.91004,1.44551,100.83999633789062,,,,,,,469,4.785714285714286,462,4.714285714285714,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Framber Valdez","HOU",7,5,10,3.4111,16,16,0,0,,102,423,90,42,39,9,33,,5,98,8.72058,2.89049,3.01699,0.812714,0.232816,0.0771684,0.15564806014299393,0.232148,1.20225,0.289019,0.734579,,,3.40627,1.90967,1.94115,61.900001525878906,,,,,,,492.1,4.824509803921569,475,4.6568627450980395,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Dylan Cease","SDP",6,5,9,3.61677,17,17,0,0,,99,408,81,43,40,11,37,,3,114,10.4148,3.41471,3.04997,1.02844,0.279633,0.0916838,0.18794920295476913,0.21931,1.19688,0.286319,0.733024,,,3.47419,1.89153,1.63257,47.27000045776367,,,,,,,494.69999999999993,4.996969696969696,460,4.646464646464646,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Hunter Brown","HOU",7,5,9,3.63232,16,16,0,0,,94,390,83,41,38,10,32,,3,101,9.75174,3.08197,3.16413,0.96998,0.259868,0.0821295,0.17773890495300293,0.232991,1.22606,0.298263,0.732323,,,3.43569,1.84825,1.53046,98.58000183105469,,,,,,,453.8,4.827659574468085,437,4.648936170212766,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Sonny Gray","STL",6,5,9,3.68405,16,16,0,0,,95,391,85,42,39,11,27,,3,99,9.38845,2.55011,3.68159,1.01961,0.253212,0.0687778,0.18443384021520615,0.234783,1.17563,0.294626,0.718465,,,3.41492,1.81545,1.59275,122.05000305175781,,,,,,,454.70000000000005,4.786315789473685,440,4.631578947368421,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Spencer Schwellenbach","ATL",7,5,9,3.6772,16,16,0,0,,95,390,88,42,39,11,21,,4,92,8.67204,1.96165,4.42079,1.023,0.235763,0.0533306,0.18243252485990524,0.239809,1.13602,0.292394,0.708284,,,3.39733,1.78275,1.71802,78.30000305175781,,,,,,,447.90000000000003,4.714736842105263,441,4.6421052631578945,,,,,,,,,,,,,,,,,,,"Spencer Schwellenbach","31846",680885
"Joe Ryan","MIN",6,5,8,3.79263,15,15,0,0,,90,363,77,41,38,14,19,,4,100,9.97341,1.92695,5.17575,1.38642,0.275094,0.0531505,0.22194337099790573,0.228127,1.07415,0.281517,0.717664,,,3.63165,1.7663,1.31234,93.91999816894531,,,,,,,424.59999999999997,4.717777777777777,399,4.433333333333334,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Cristopher Sánchez","PHI",6,4,8,3.56304,19,15,0,0,,90,374,85,39,36,9,25,,3,81,8.12155,2.48121,3.27323,0.875412,0.216592,0.0661707,0.1504208818078041,0.246136,1.22528,0.298189,0.72992,,,3.45543,1.68308,1.63844,144.05999755859375,,,,,,,412.29999999999995,4.5811111111111105,411,4.566666666666666,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Tyler Glasnow","LAD",5,3,7,3.53215,12,12,0,0,,72,289,56,31,28,9,23,,1,88,11.0407,2.83853,3.88957,1.09419,0.304563,0.0783025,0.22626038640737534,0.212191,1.09918,0.282336,0.724017,,,3.19991,1.66388,1.29067,91.72000122070312,,,,,,,380.5,5.284722222222222,347,4.819444444444445,,,,,,,,,,,,,,,,,,,"Tyler Glasnow","14374",607192
"Hunter Greene","CIN",5,4,7,3.85002,13,13,0,0,,80,332,64,37,34,12,28,,6,96,10.7218,3.1277,3.42802,1.29297,0.288405,0.0841316,0.20427320897579193,0.216271,1.1502,0.277309,0.721992,,,3.81339,1.62246,1.47468,94.69999694824219,,,,,,,368,4.6,334,4.175,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Kevin Gausman","TOR",7,6,9,3.90042,17,17,0,0,,102,425,95,48,44,13,30,,2,102,8.96442,2.62715,3.41222,1.18725,0.239977,0.0703286,0.1696481704711914,0.241698,1.21943,0.29363,0.723234,,,3.73269,1.60429,1.28887,166.66000366210938,,,,,,,455.9000000000001,4.469607843137256,449,4.401960784313726,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Freddy Peralta","MIL",6,5,9,3.79188,16,16,0,0,,92,381,76,42,39,13,33,,4,104,10.1844,3.2309,3.1522,1.24399,0.273751,0.0868446,0.18690679222345352,0.219777,1.17869,0.277039,0.731575,,,3.81627,1.58856,1.48378,103.55999755859375,,,,,,,420.30000000000007,4.568478260869566,388,4.217391304347826,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"MacKenzie Gore","WSN",5,5,9,3.75299,16,16,0,0,,90,376,79,41,37,11,33,,3,101,10.0844,3.28409,3.07068,1.08609,0.26735,0.0870654,0.18028436601161957,0.231594,1.24201,0.297094,0.735046,,,3.60992,1.5774,1.42741,200.7899932861328,,,,,,,419.30000000000007,4.65888888888889,401,4.455555555555556,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Nathan Eovaldi","TEX",6,4,8,3.77837,15,15,0,0,,91,374,83,42,38,12,23,,4,89,8.73631,2.23262,3.91303,1.14049,0.236731,0.0604981,0.17623306810855865,0.238076,1.15562,0.28764,0.714871,,,3.64187,1.55454,1.29732,203.2899932861328,,,,,,,406.99999999999994,4.472527472527472,396,4.351648351648351,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Bryan Woo","SEA",6,4,8,3.62423,15,15,0,0,,86,346,75,38,35,11,18,,4,82,8.58821,1.84957,4.64335,1.14591,0.23709,0.0510601,0.1860298588871956,0.229547,1.07241,0.274426,0.709831,,,3.56209,1.51969,1.13826,130.55999755859375,,,,,,,404.0999999999999,4.698837209302325,385,4.476744186046512,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Tanner Bibee","CLE",6,5,9,3.82477,16,16,0,0,,96,396,86,44,41,13,27,,4,96,9.04717,2.55984,3.53428,1.25456,0.243021,0.0687612,0.17425991594791412,0.234476,1.17811,0.282847,0.728599,,,3.84739,1.49782,1.3445,88.16000366210938,,,,,,,425.9000000000001,4.436458333333334,410,4.270833333333333,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Ranger Suárez","PHI",6,5,7,3.73175,22,14,0,0,,87,364,82,39,36,9,27,,3,79,8.18527,2.85975,2.86223,0.926548,0.216395,0.0756036,0.14079150557518005,0.244854,1.26131,0.29587,0.72559,,,3.6379,1.44007,1.3014,278.0299987792969,,,,,,,387.90000000000003,4.458620689655173,386,4.436781609195402,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"Zac Gallen","ARI",7,5,9,3.8603,17,17,0,0,,100,420,91,47,43,12,33,,4,101,9.04774,2.94384,3.07345,1.06481,0.240421,0.0782251,0.16219615936279297,0.237994,1.23596,0.293315,0.719167,,,3.68578,1.43089,1.53331,119.88999938964844,,,,,,,446.79999999999995,4.468,435,4.35,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Chris Sale","ATL",4,3,6,3.22887,10,10,0,0,,60,246,51,24,22,6,16,,3,72,10.7718,2.35851,4.56719,0.941683,0.294435,0.0644675,0.22996797412633896,0.223759,1.10107,0.299976,0.744941,,,2.98302,1.41538,1.36354,35.97999954223633,,,,,,,324.6,5.41,309,5.15,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Jack Flaherty","DET",5,5,8,3.81155,15,15,0,0,,85,355,76,39,36,11,27,,4,92,9.72636,2.88006,3.37714,1.13756,0.259319,0.0767867,0.18253271281719208,0.234526,1.21157,0.294924,0.726103,,,3.65009,1.41302,1.18803,138.3800048828125,,,,,,,387.1,4.554117647058824,373,4.3882352941176475,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Drew Rasmussen","TBR",5,4,7,3.40682,21,13,0,0,,77,314,68,32,29,8,19,,2,76,8.85191,2.2443,3.94418,0.880265,0.241423,0.06121,0.18021315708756447,0.233559,1.13614,0.290549,0.72526,,,3.20659,1.40231,1.2133,241.27999877929688,,,,,,,383.6000000000001,4.981818181818183,370,4.805194805194805,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Sandy Alcantara","MIA",5,6,8,3.92675,15,15,0,0,,96,403,93,46,42,10,28,,3,81,7.57144,2.59764,2.91474,0.98069,0.200297,0.0687187,0.1315782144665718,0.249091,1.25393,0.292758,0.707917,,,3.77911,1.39565,1.42782,137.64999389648438,,,,,,,414.6000000000001,4.3187500000000005,419,4.364583333333333,,,,,,,,,,,,,,,,,,,"Sandy Alcantara","18684",645261
"Seth Lugo","KCR",6,5,8,4.04751,16,16,0,0,,97,407,95,47,44,12,27,,4,84,7.76994,2.49524,3.1139,1.11288,0.205329,0.0659395,0.13938958197832108,0.251859,1.25689,0.294898,0.70869,,,3.89637,1.39463,1.35509,179.72999572753906,,,,,,,398.20000000000005,4.105154639175258,404,4.164948453608248,,,,,,,,,,,,,,,,,,,"Seth Lugo","12447",607625
"Jesús Luzardo","PHI",6,5,7,3.89808,20,15,0,0,,89,371,79,42,39,12,29,,3,94,9.44325,2.89858,3.25789,1.18483,0.25289,0.0776237,0.17526617646217346,0.233171,1.20691,0.288146,0.719857,,,3.74615,1.39439,1.20197,235.11000061035156,,,,,,,397.6,4.467415730337079,381,4.280898876404494,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Clay Holmes","NYM",5,4,7,3.62924,17,13,0,0,,79,339,73,35,32,6,31,,4,76,8.59865,3.49008,2.46374,0.674941,0.223657,0.0907793,0.13287757337093353,0.238941,1.30326,0.300067,0.72183,,,3.45584,1.38949,1.27356,205.64999389648438,,,,,,,368.00000000000006,4.658227848101267,364,4.60759493670886,,,,,,,,,,,,,,,,,,,"Clay Holmes","13649",605280
"Luis Castillo","SEA",7,5,9,3.7298,16,16,0,0,,98,406,87,44,41,13,29,,3,95,8.72603,2.69569,3.23703,1.18763,0.234686,0.0725003,0.16218554973602295,0.233743,1.1872,0.280295,0.734935,,,3.84787,1.37989,1.21849,100.88999938964844,,,,,,,433.1000000000001,4.419387755102042,415,4.23469387755102,,,,,,,,,,,,,,,,,,,"Luis Castillo","15689",622491
"Carlos Rodón","NYY",7,6,8,4.10082,16,16,0,0,,93,387,79,46,43,15,33,,4,106,10.2486,3.18318,3.21961,1.4078,0.274524,0.0852663,0.1892581656575203,0.225543,1.19982,0.280784,0.718323,,,4.01611,1.36738,1.00258,140.91000366210938,,,,,,,399.30000000000007,4.2935483870967746,371,3.989247311827957,,,,,,,,,,,,,,,,,,,"Carlos Rodon","16137",607074
"Cole Ragans","KCR",4,3,6,3.46137,10,10,0,0,,60,247,49,25,23,6,22,,2,71,10.6883,3.27054,3.26805,0.93253,0.287231,0.0878905,0.19934027642011642,0.220211,1.18694,0.294018,0.737993,,,3.22688,1.36261,1.26813,45.599998474121094,,,,,,,312.79999999999995,5.213333333333333,292,4.866666666666666,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Nick Pivetta","SDP",6,5,8,3.89223,15,15,0,0,,87,356,74,41,38,13,26,,2,99,10.2075,2.72078,3.75168,1.38524,0.277576,0.0739871,0.20358861237764359,0.22536,1.14859,0.280633,0.727155,,,3.79535,1.35886,1.08148,173.72000122070312,,,,,,,405.5000000000001,4.660919540229886,380,4.367816091954023,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Zach Eflin","BAL",6,5,8,3.95871,16,16,0,0,,96,393,95,46,42,14,17,,3,78,7.31754,1.56405,4.67858,1.29378,0.197997,0.0423199,0.15567725151777267,0.254439,1.16688,0.288277,0.713296,,,3.92328,1.34752,1.06322,192.4199981689453,,,,,,,387.20000000000005,4.033333333333334,394,4.104166666666667,,,,,,,,,,,,,,,,,,,"Zach Eflin","13774",621107
"Bailey Ober","MIN",6,5,8,4.05237,15,15,0,0,,90,367,81,44,40,14,22,,3,88,8.85091,2.19214,4.03756,1.43229,0.240111,0.0594694,0.18064193427562714,0.23777,1.15132,0.279834,0.712858,,,4.00663,1.34433,0.99324,84.66999816894531,,,,,,,384.19999999999993,4.268888888888888,369,4.1,,,,,,,,,,,,,,,,,,,"Bailey Ober","21224",641927
"Michael Wacha","KCR",6,5,8,4.09347,15,15,0,0,,88,369,85,43,40,11,26,,3,74,7.63638,2.68756,2.84138,1.16923,0.201415,0.0708861,0.13052857667207718,0.249237,1.26651,0.288458,0.711882,,,4.05024,1.31464,1.19247,278.1300048828125,,,,,,,355.9000000000001,4.044318181818183,358,4.068181818181818,,,,,,,,,,,,,,,,,,,"Michael Wacha","14078",608379
"Chris Bassitt","TOR",6,6,8,4.02527,16,16,0,0,,96,406,91,47,43,12,31,,6,91,8.51484,2.92401,2.91204,1.1627,0.223017,0.0765844,0.1464322805404663,0.245257,1.27051,0.293644,0.719834,,,4.01782,1.31109,1.01986,344.04998779296875,,,,,,,397.20000000000005,4.1375,395,4.114583333333333,,,,,,,,,,,,,,,,,,,"Chris Bassitt","12304",605135
"Kris Bubic","KCR",5,5,6,3.962,26,13,0,0,,86,362,81,41,38,9,28,,3,83,8.67739,2.93759,2.95391,0.967006,0.228336,0.0772995,0.15103652328252792,0.246355,1.27763,0.302473,0.708945,,,3.623,1.29675,1.05406,319.5799865722656,,,,,,,388.0999999999999,4.512790697674418,386,4.488372093023256,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Brady Singer","CIN",5,5,7,4.36362,15,15,0,0,,88,376,88,46,43,13,27,,4,83,8.50223,2.76232,3.07793,1.28034,0.221757,0.0720473,0.1497092768549919,0.254372,1.29967,0.302042,0.702099,,,4.10252,1.25604,1.09121,331.239990234375,,,,,,,335.50000000000006,3.8125000000000004,344,3.909090909090909,,,,,,,,,,,,,,,,,,,"Brady Singer","25377",663903
"Nick Lodolo","CIN",5,5,7,4.09922,14,14,0,0,,82,347,75,40,37,11,25,,8,83,9.10224,2.72314,3.34256,1.25634,0.238471,0.071344,0.16712743043899536,0.240623,1.22531,0.291801,0.70905,,,4.08131,1.24294,1.30008,235.97999572753906,,,,,,,343.5,4.189024390243903,334,4.073170731707317,,,,,,,,,,,,,,,,,,,"Nick Lodolo","26378",666157
"Yusei Kikuchi","LAA",5,5,8,4.0673,16,16,0,0,,91,380,83,45,41,14,30,,3,96,9.55744,2.96957,3.21846,1.43708,0.253672,0.0788178,0.1748543679714203,0.239355,1.24581,0.290309,0.738156,,,4.10229,1.23768,1.06153,170.38999938964844,,,,,,,378.40000000000003,4.158241758241759,366,4.021978021978022,,,,,,,,,,,,,,,,,,,"Yusei Kikuchi","20633",579328
"Mitch Keller","PIT",5,6,8,4.30251,16,16,0,0,,95,404,94,49,45,11,29,,6,83,7.88461,2.78022,2.83597,1.09206,0.205141,0.0723354,0.13280537724494934,0.253669,1.29799,0.299046,0.689968,,,4.01042,1.22338,1.05691,298.9200134277344,,,,,,,384.30000000000007,4.045263157894738,393,4.136842105263158,,,,,,,,,,,,,,,,,,,"Mitch Keller","17594",656605
"Brandon Woodruff","MIL",5,4,7,3.81351,13,13,0,0,,75,308,66,34,32,10,21,,3,77,9.28224,2.55233,3.63677,1.24604,0.250427,0.0688598,0.18156752735376358,0.233243,1.1688,0.284436,0.726412,,,3.77735,1.20794,1.23522,254.5399932861328,,,,,,,342.4,4.565333333333333,327,4.36,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Reese Olson","DET",4,4,7,3.85497,13,13,0,0,,72,303,66,34,31,7,24,,3,67,8.41091,3.01102,2.79337,0.918118,0.222622,0.0796964,0.1429252102971077,0.239442,1.25069,0.291845,0.70867,,,3.64305,1.19548,0.902848,246.61000061035156,,,,,,,328.1,4.5569444444444445,322,4.472222222222222,,,,,,,,,,,,,,,,,,,"Reese Olson","24968",681857
"Eduardo Rodriguez","ARI",5,5,7,4.0011,19,14,0,0,,82,347,79,40,37,10,26,,2,78,8.53945,2.88608,2.95884,1.14134,0.225096,0.0760756,0.149020217359066,0.247687,1.27874,0.297681,0.72241,,,3.86305,1.19522,1.05507,376.4800109863281,,,,,,,350.4000000000001,4.273170731707318,352,4.2926829268292686,,,,,,,,,,,,,,,,,,,"Eduardo Rodriguez","13164",593958
"José Soriano","LAA",5,5,8,3.88864,15,15,0,0,,85,366,77,40,37,8,36,,5,76,8.09604,3.79871,2.13126,0.843644,0.209058,0.0980911,0.11096663028001785,0.237704,1.32949,0.288117,0.717583,,,3.94666,1.19102,1.20279,324.3900146484375,,,,,,,359.40000000000003,4.228235294117647,350,4.117647058823529,,,,,,,,,,,,,,,,,,,"Jose Soriano","22100",667755
"Brandon Pfaadt","ARI",6,5,8,4.06187,15,15,0,0,,86,357,84,42,39,12,20,,3,84,8.82029,2.12945,4.14206,1.3009,0.235797,0.0569274,0.17886926978826523,0.25051,1.20903,0.300261,0.713707,,,3.81316,1.14315,1.1543,178.5399932861328,,,,,,,369.4,4.2953488372093025,373,4.337209302325581,,,,,,,,,,,,,,,,,,,"Brandon Pfaadt","27782",694297
"Shota Imanaga","CHC",6,4,8,3.78187,14,14,0,0,,87,355,79,40,37,14,20,,2,84,8.6433,2.10732,4.10155,1.43012,0.235104,0.0573207,0.17778313905000687,0.238757,1.14684,0.278829,0.746549,,,4.00214,1.13652,1.24261,78.08999633789062,,,,,,,368.20000000000016,4.232183908045979,355,4.080459770114943,,,,,,,,,,,,,,,,,,,"Shota Imanaga","33829",684007
"Matthew Boyd","CHC",5,4,7,3.94745,14,14,0,0,,73,308,67,35,32,10,24,,3,74,9.03922,2.92535,3.08996,1.17762,0.239258,0.0774308,0.1618269756436348,0.239842,1.24319,0.292359,0.723059,,,3.87189,1.11879,0.888083,323.04998779296875,,,,,,,310.00000000000006,4.246575342465754,302,4.136986301369863,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Clarke Schmidt","NYY",5,4,7,4.04894,17,14,0,0,,76,321,70,37,34,11,26,,4,75,8.87581,3.11795,2.84668,1.24894,0.232919,0.0818211,0.15109755098819733,0.240118,1.26608,0.288678,0.725021,,,4.11466,1.09643,0.779755,249.11000061035156,,,,,,,305.09999999999997,4.014473684210526,297,3.9078947368421053,,,,,,,,,,,,,,,,,,,"Clarke Schmidt","19899",657376
"Gavin Williams","CLE",5,4,7,4.05881,15,15,0,0,,82,346,72,40,37,10,34,,3,85,9.33185,3.70425,2.51923,1.10477,0.244479,0.0970452,0.14743352681398392,0.23194,1.29035,0.287552,0.715385,,,3.94985,1.08289,0.890769,195.02999877929688,,,,,,,355.6000000000001,4.33658536585366,339,4.134146341463414,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Blake Snell","LAD",4,2,6,3.51908,10,10,0,0,,55,229,42,23,22,6,25,,1,68,11.1417,4.08501,2.72747,1.00443,0.298125,0.109305,0.18882020562887192,0.20777,1.21707,0.280415,0.746645,,,3.48358,1.08251,1.06087,44.5099983215332,,,,,,,282,5.127272727272727,255,4.636363636363637,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"David Peterson","NYM",5,4,7,3.83479,14,14,0,0,,80,346,77,37,34,8,31,,4,74,8.33422,3.46316,2.40654,0.922318,0.215504,0.0895494,0.1259545460343361,0.247418,1.3412,0.300992,0.733106,,,3.84523,1.07899,1.07754,326.9200134277344,,,,,,,336.40000000000003,4.205,339,4.2375,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Mason Miller","ATH",2,1,0,2.76633,33,0,15,1,,33,132,22,11,10,3,11,,1,50,13.3861,3.08012,4.34597,0.847201,0.375014,0.0862901,0.28872358053922653,0.187714,1.01472,0.289029,0.770864,,,2.47057,1.07732,0.903846,45.09000015258789,,,,,,,293.1000000000001,8.881818181818184,269,8.151515151515152,,,,,,,,,,,,,,,,,,,"Mason Miller","31757",695243
"Kodai Senga","NYM",5,4,7,3.70481,13,13,0,0,,73,310,62,33,30,8,32,,4,79,9.71121,3.91361,2.48139,1.03415,0.254976,0.102755,0.1522207409143448,0.224043,1.27408,0.283835,0.742572,,,3.86437,1.07603,1.06659,155.4199981689453,,,,,,,330.6000000000001,4.528767123287673,311,4.260273972602739,,,,,,,,,,,,,,,,,,,"Kodai Senga","31838",673540
"Brayan Bello","BOS",6,5,7,4.13984,14,14,0,0,,80,344,78,40,37,9,28,,4,72,8.11018,3.1897,2.54262,1.03939,0.20988,0.0825448,0.1273350790143013,0.251905,1.33485,0.300802,0.711637,,,3.97405,1.05762,1.04146,372.8999938964844,,,,,,,326.49999999999994,4.081249999999999,331,4.1375,,,,,,,,,,,,,,,,,,,"Brayan Bello","23920",678394
"Shohei Ohtani","LAD",3,2,5,3.55373,8,8,0,0,,48,198,39,21,19,6,17,,2,56,10.4287,3.10313,3.36069,1.10271,0.281067,0.0836337,0.19743283838033676,0.220023,1.16567,0.285088,0.74082,,,3.52131,1.05423,0.823538,1.5499999523162842,,,,,,,235.00000000000003,4.895833333333334,217,4.520833333333333,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Max Scherzer","TOR",5,4,6,3.93654,17,13,0,0,,73,300,65,35,32,12,19,,3,75,9.18778,2.35595,3.89982,1.50766,0.249653,0.0640165,0.1856365129351616,0.231774,1.13972,0.273289,0.733867,,,4.1102,0.983916,0.810812,273.1400146484375,,,,,,,307.6,4.213698630136987,293,4.013698630136986,,,,,,,,,,,,,,,,,,,"Max Scherzer","3137",453286
"Michael King","SDP",4,2,5,3.50534,8,8,0,0,,49,204,42,21,19,6,17,,2,54,9.9141,3.17683,3.12075,1.00785,0.265211,0.0849832,0.18022800236940384,0.225873,1.20206,0.289564,0.744973,,,3.50671,0.963827,0.840083,62.720001220703125,,,,,,,230.60000000000002,4.706122448979592,218,4.448979591836735,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Matthew Liberatore","STL",4,5,6,4.104,22,13,0,0,,80,340,77,40,37,9,26,,3,71,7.94857,2.91713,2.7248,1.01901,0.208381,0.076476,0.1319054663181305,0.248747,1.28765,0.295539,0.70142,,,3.8704,0.961101,0.755475,653.6400146484375,,,,,,,336.09999999999997,4.20125,338,4.225,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Landen Roupp","SFG",4,4,6,3.9817,19,13,0,0,,77,329,70,37,34,8,33,,2,76,8.86875,3.83536,2.31236,0.903273,0.230147,0.0995288,0.13061798363924026,0.238918,1.33965,0.297013,0.716154,,,3.7791,0.957719,0.964965,431.4800109863281,,,,,,,336.4000000000001,4.36883116883117,328,4.259740259740259,,,,,,,,,,,,,,,,,,,"Landen Roupp","30076",694738
"Aaron Civale","CHW",4,5,7,4.4077,15,15,0,0,,79,335,77,42,39,13,24,,3,73,8.31395,2.72361,3.05255,1.46088,0.218772,0.0716688,0.1471034660935402,0.249587,1.27049,0.288542,0.707562,,,4.36728,0.953257,0.573139,368.0899963378906,,,,,,,289.50000000000006,3.6645569620253173,291,3.6835443037974684,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
